variant,tick,progress,unwrapped,x_position,x_motion
gradual reference,0,0.0,0.0,0.0,1.0
gradual reference,1,0.0013020833333333333,0.006510416666666666,0.013020833333333332,1.1294774298777033
gradual reference,2,0.0026041666666666665,0.013020833333333332,0.026041666666666664,1.1294774298777033
gradual reference,3,0.00390625,0.01953125,0.0390625,1.1294774298777033
gradual reference,4,0.005208333333333333,0.026041666666666664,0.05208333333333333,1.1294774298777033
gradual reference,5,0.006510416666666667,0.03255208333333333,0.06510416666666666,1.1294774298777033
gradual reference,6,0.0078125,0.0390625,0.078125,1.1294774298777033
gradual reference,7,0.009114583333333334,0.04557291666666666,0.09114583333333331,1.129477429877703
gradual reference,8,0.010416666666666666,0.05208333333333333,0.10416666666666666,1.1294774298777033
gradual reference,9,0.01171875,0.05859375,0.1171875,1.1294774298777033
gradual reference,10,0.013020833333333334,0.06510416666666666,0.13020833333333331,1.129477429877703
gradual reference,11,0.014322916666666666,0.07161458333333333,0.14322916666666666,1.1294774298777033
gradual reference,12,0.015625,0.078125,0.15625,1.1294774298777033
gradual reference,13,0.016927083333333332,0.08463541666666666,0.16927083333333331,1.129477429877703
gradual reference,14,0.018229166666666668,0.09114583333333331,0.18229166666666663,1.129477429877703
gradual reference,15,0.01953125,0.09765625,0.1953125,1.1294774298777037
gradual reference,16,0.020833333333333332,0.10416666666666666,0.20833333333333331,1.129477429877703
gradual reference,17,0.022135416666666668,0.11067708333333331,0.22135416666666663,1.129477429877703
gradual reference,18,0.0234375,0.1171875,0.234375,1.1294774298777037
gradual reference,19,0.024739583333333332,0.12369791666666666,0.24739583333333331,1.129477429877703
gradual reference,20,0.026041666666666668,0.13020833333333331,0.26041666666666663,1.129477429877703
gradual reference,21,0.02734375,0.13671875,0.2734375,1.1294774298777037
gradual reference,22,0.028645833333333332,0.14322916666666666,0.2864583333333333,1.129477429877703
gradual reference,23,0.029947916666666668,0.14973958333333331,0.29947916666666663,1.129477429877703
gradual reference,24,0.03125,0.15625,0.3125,1.1294774298777037
gradual reference,25,0.032552083333333336,0.16276041666666663,0.32552083333333326,1.1294774298777026
gradual reference,26,0.033854166666666664,0.16927083333333331,0.33854166666666663,1.1294774298777037
gradual reference,27,0.03515625,0.17578125,0.3515625,1.1294774298777037
gradual reference,28,0.036458333333333336,0.18229166666666663,0.36458333333333326,1.1294774298777026
gradual reference,29,0.037760416666666664,0.18880208333333331,0.37760416666666663,1.1294774298777037
gradual reference,30,0.0390625,0.1953125,0.390625,1.1294774298777037
gradual reference,31,0.040364583333333336,0.20182291666666663,0.40364583333333326,1.1294774298777026
gradual reference,32,0.041666666666666664,0.20833333333333331,0.41666666666666663,1.1294774298777037
gradual reference,33,0.04296875,0.21484375,0.4296875,1.1294774298777037
gradual reference,34,0.044270833333333336,0.22135416666666663,0.44270833333333326,1.1294774298777026
gradual reference,35,0.045572916666666664,0.22786458333333331,0.45572916666666663,1.1294774298777037
gradual reference,36,0.046875,0.234375,0.46875,1.1294774298777037
gradual reference,37,0.048177083333333336,0.24088541666666663,0.48177083333333326,1.1294774298777026
gradual reference,38,0.049479166666666664,0.24739583333333331,0.49479166666666663,1.1294774298777037
gradual reference,39,0.05078125,0.25390625,0.5078125,1.1294774298777037
gradual reference,40,0.052083333333333336,0.26041666666666663,0.5208333333333333,1.1294774298777026
gradual reference,41,0.053385416666666664,0.2669270833333333,0.5338541666666666,1.1294774298777037
gradual reference,42,0.0546875,0.2734375,0.546875,1.1294774298777037
gradual reference,43,0.055989583333333336,0.27994791666666663,0.5598958333333333,1.1294774298777026
gradual reference,44,0.057291666666666664,0.2864583333333333,0.5729166666666666,1.1294774298777037
gradual reference,45,0.05859375,0.29296875,0.5859375,1.1294774298777037
gradual reference,46,0.059895833333333336,0.29947916666666663,0.5989583333333333,1.1294774298777026
gradual reference,47,0.061197916666666664,0.3059895833333333,0.6119791666666666,1.1294774298777037
gradual reference,48,0.0625,0.3125,0.625,1.1294774298777037
gradual reference,49,0.06380208333333333,0.31901041666666663,0.6380208333333333,1.1294774298777026
gradual reference,50,0.06510416666666667,0.32552083333333326,0.6510416666666665,1.1294774298777026
gradual reference,51,0.06640625,0.33203125,0.6640625,1.1294774298777046
gradual reference,52,0.06770833333333333,0.33854166666666663,0.6770833333333333,1.1294774298777026
gradual reference,53,0.06901041666666667,0.34505208333333326,0.6901041666666665,1.1294774298777026
gradual reference,54,0.0703125,0.3515625,0.703125,1.1294774298777046
gradual reference,55,0.07161458333333333,0.35807291666666663,0.7161458333333333,1.1294774298777026
gradual reference,56,0.07291666666666667,0.36458333333333326,0.7291666666666665,1.1294774298777026
gradual reference,57,0.07421875,0.37109375,0.7421875,1.1294774298777046
gradual reference,58,0.07552083333333333,0.37760416666666663,0.7552083333333333,1.1294774298777026
gradual reference,59,0.07682291666666667,0.38411458333333326,0.7682291666666665,1.1294774298777026
gradual reference,60,0.078125,0.390625,0.78125,1.1294774298777046
gradual reference,61,0.07942708333333333,0.39713541666666663,0.7942708333333333,1.1294774298777026
gradual reference,62,0.08072916666666667,0.40364583333333326,0.8072916666666665,1.1294774298777026
gradual reference,63,0.08203125,0.41015625,0.8203125,1.1294774298777046
gradual reference,64,0.08333333333333333,0.41666666666666663,0.8333333333333333,1.1294774298777026
gradual reference,65,0.08463541666666667,0.42317708333333326,0.8463541666666665,1.1294774298777026
gradual reference,66,0.0859375,0.4296875,0.859375,1.1294774298777046
gradual reference,67,0.08723958333333333,0.43619791666666663,0.8723958333333333,1.1294774298777026
gradual reference,68,0.08854166666666667,0.44270833333333326,0.8854166666666665,1.1294774298777026
gradual reference,69,0.08984375,0.44921875,0.8984375,1.1294774298777046
gradual reference,70,0.09114583333333333,0.45572916666666663,0.9114583333333333,1.1294774298777026
gradual reference,71,0.09244791666666667,0.46223958333333326,0.9244791666666665,1.1294774298777026
gradual reference,72,0.09375,0.46875,0.9375,1.1294774298777046
gradual reference,73,0.09505208333333333,0.47526041666666663,0.9505208333333333,1.1294774298777026
gradual reference,74,0.09635416666666667,0.48177083333333326,0.9635416666666665,1.1294774298777026
gradual reference,75,0.09765625,0.48828125,0.9765625,1.1294774298777046
gradual reference,76,0.09895833333333333,0.49479166666666663,0.9895833333333333,1.1294774298777026
gradual reference,77,0.10026041666666667,0.5013020833333333,1.0026041666666665,1.1294774298777026
gradual reference,78,0.1015625,0.5078125,1.015625,1.1294774298777046
gradual reference,79,0.10286458333333333,0.5143229166666666,1.0286458333333333,1.1294774298777026
gradual reference,80,0.10416666666666667,0.5208333333333333,1.0416666666666665,1.1294774298777026
gradual reference,81,0.10546875,0.52734375,1.0546875,1.1294774298777046
gradual reference,82,0.10677083333333333,0.5338541666666666,1.0677083333333333,1.1294774298777026
gradual reference,83,0.10807291666666667,0.5403645833333333,1.0807291666666665,1.1294774298777026
gradual reference,84,0.109375,0.546875,1.09375,1.1294774298777046
gradual reference,85,0.11067708333333333,0.5533854166666666,1.1067708333333333,1.1294774298777026
gradual reference,86,0.11197916666666667,0.5598958333333333,1.1197916666666665,1.1294774298777026
gradual reference,87,0.11328125,0.56640625,1.1328125,1.1294774298777046
gradual reference,88,0.11458333333333333,0.5729166666666666,1.1458333333333333,1.1294774298777026
gradual reference,89,0.11588541666666667,0.5794270833333333,1.1588541666666665,1.1294774298777026
