split,duration,turns,amplitude,seed,variant,reconstruction_error,final_position,final_motion
holdout,1537,3,0.24,10,positive detour,5.551115123125783e-17,0.0,1.039042643904186
holdout,1537,3,0.24,10,negative detour,1.3877787807814457e-17,0.0,1.039042643904186
holdout,1537,3,0.24,10,oscillatory detour,2.0816681711721685e-17,0.0,1.039042643904186
holdout,1537,3,0.24,10,pseudo-stochastic bridge,2.7755575615628914e-17,0.0,1.039042643904186
holdout,1537,3,0.24,11,gradual reference,4.440892098500626e-16,0.0,1.039042643904186
holdout,1537,3,0.24,11,front-loaded,6.938893903907228e-18,0.0,1.039042643904186
holdout,1537,3,0.24,11,back-loaded,1.1102230246251565e-16,0.0,1.039042643904186
holdout,1537,3,0.24,11,early burst,3.469446951953614e-17,0.0,1.039042643904186
holdout,1537,3,0.24,11,positive detour,5.551115123125783e-17,0.0,1.039042643904186
holdout,1537,3,0.24,11,negative detour,1.3877787807814457e-17,0.0,1.039042643904186
holdout,1537,3,0.24,11,oscillatory detour,2.0816681711721685e-17,0.0,1.039042643904186
holdout,1537,3,0.24,11,pseudo-stochastic bridge,2.220446049250313e-16,0.0,1.039042643904186
holdout,1537,3,0.24,12,gradual reference,4.440892098500626e-16,0.0,1.039042643904186
holdout,1537,3,0.24,12,front-loaded,6.938893903907228e-18,0.0,1.039042643904186
holdout,1537,3,0.24,12,back-loaded,1.1102230246251565e-16,0.0,1.039042643904186
holdout,1537,3,0.24,12,early burst,3.469446951953614e-17,0.0,1.039042643904186
holdout,1537,3,0.24,12,positive detour,5.551115123125783e-17,0.0,1.039042643904186
holdout,1537,3,0.24,12,negative detour,1.3877787807814457e-17,0.0,1.039042643904186
holdout,1537,3,0.24,12,oscillatory detour,2.0816681711721685e-17,0.0,1.039042643904186
holdout,1537,3,0.24,12,pseudo-stochastic bridge,2.7755575615628914e-17,0.0,1.039042643904186
holdout,1537,3,0.24,13,gradual reference,4.440892098500626e-16,0.0,1.039042643904186
holdout,1537,3,0.24,13,front-loaded,6.938893903907228e-18,0.0,1.039042643904186
holdout,1537,3,0.24,13,back-loaded,1.1102230246251565e-16,0.0,1.039042643904186
holdout,1537,3,0.24,13,early burst,3.469446951953614e-17,0.0,1.039042643904186
holdout,1537,3,0.24,13,positive detour,5.551115123125783e-17,0.0,1.039042643904186
holdout,1537,3,0.24,13,negative detour,1.3877787807814457e-17,0.0,1.039042643904186
holdout,1537,3,0.24,13,oscillatory detour,2.0816681711721685e-17,0.0,1.039042643904186
holdout,1537,3,0.24,13,pseudo-stochastic bridge,2.7755575615628914e-17,0.0,1.039042643904186
holdout,1537,3,0.36,10,gradual reference,4.440892098500626e-16,0.0,1.039042643904186
holdout,1537,3,0.36,10,front-loaded,6.938893903907228e-18,0.0,1.039042643904186
holdout,1537,3,0.36,10,back-loaded,1.1102230246251565e-16,0.0,1.039042643904186
holdout,1537,3,0.36,10,early burst,3.469446951953614e-17,0.0,1.039042643904186
holdout,1537,3,0.36,10,positive detour,1.1102230246251565e-16,0.0,1.039042643904186
holdout,1537,3,0.36,10,negative detour,4.85722573273506e-17,0.0,1.039042643904186
holdout,1537,3,0.36,10,oscillatory detour,5.551115123125783e-17,0.0,1.039042643904186
holdout,1537,3,0.36,10,pseudo-stochastic bridge,1.3877787807814457e-17,0.0,1.039042643904186
holdout,1537,3,0.36,11,gradual reference,4.440892098500626e-16,0.0,1.039042643904186
holdout,1537,3,0.36,11,front-loaded,6.938893903907228e-18,0.0,1.039042643904186
holdout,1537,3,0.36,11,back-loaded,1.1102230246251565e-16,0.0,1.039042643904186
holdout,1537,3,0.36,11,early burst,3.469446951953614e-17,0.0,1.039042643904186
holdout,1537,3,0.36,11,positive detour,1.1102230246251565e-16,0.0,1.039042643904186
holdout,1537,3,0.36,11,negative detour,4.85722573273506e-17,0.0,1.039042643904186
holdout,1537,3,0.36,11,oscillatory detour,5.551115123125783e-17,0.0,1.039042643904186
holdout,1537,3,0.36,11,pseudo-stochastic bridge,1.0408340855860843e-17,0.0,1.039042643904186
holdout,1537,3,0.36,12,gradual reference,4.440892098500626e-16,0.0,1.039042643904186
holdout,1537,3,0.36,12,front-loaded,6.938893903907228e-18,0.0,1.039042643904186
holdout,1537,3,0.36,12,back-loaded,1.1102230246251565e-16,0.0,1.039042643904186
holdout,1537,3,0.36,12,early burst,3.469446951953614e-17,0.0,1.039042643904186
holdout,1537,3,0.36,12,positive detour,1.1102230246251565e-16,0.0,1.039042643904186
holdout,1537,3,0.36,12,negative detour,4.85722573273506e-17,0.0,1.039042643904186
holdout,1537,3,0.36,12,oscillatory detour,5.551115123125783e-17,0.0,1.039042643904186
holdout,1537,3,0.36,12,pseudo-stochastic bridge,1.3877787807814457e-17,0.0,1.039042643904186
holdout,1537,3,0.36,13,gradual reference,4.440892098500626e-16,0.0,1.039042643904186
holdout,1537,3,0.36,13,front-loaded,6.938893903907228e-18,0.0,1.039042643904186
holdout,1537,3,0.36,13,back-loaded,1.1102230246251565e-16,0.0,1.039042643904186
holdout,1537,3,0.36,13,early burst,3.469446951953614e-17,0.0,1.039042643904186
holdout,1537,3,0.36,13,positive detour,1.1102230246251565e-16,0.0,1.039042643904186
holdout,1537,3,0.36,13,negative detour,4.85722573273506e-17,0.0,1.039042643904186
holdout,1537,3,0.36,13,oscillatory detour,5.551115123125783e-17,0.0,1.039042643904186
holdout,1537,3,0.36,13,pseudo-stochastic bridge,1.3877787807814457e-17,0.0,1.039042643904186
holdout,1537,5,0.24,10,gradual reference,2.7755575615628914e-17,0.0,1.065012339872108
holdout,1537,5,0.24,10,front-loaded,6.938893903907228e-18,0.0,1.065012339872108
holdout,1537,5,0.24,10,back-loaded,2.7755575615628914e-17,0.0,1.065012339872108
holdout,1537,5,0.24,10,early burst,5.551115123125783e-17,0.0,1.065012339872108
holdout,1537,5,0.24,10,positive detour,1.1102230246251565e-16,0.0,1.065012339872108
holdout,1537,5,0.24,10,negative detour,2.220446049250313e-16,0.0,1.065012339872108
holdout,1537,5,0.24,10,oscillatory detour,1.3877787807814457e-17,0.0,1.065012339872108
holdout,1537,5,0.24,10,pseudo-stochastic bridge,1.3877787807814457e-17,0.0,1.065012339872108
holdout,1537,5,0.24,11,gradual reference,2.7755575615628914e-17,0.0,1.065012339872108
holdout,1537,5,0.24,11,front-loaded,6.938893903907228e-18,0.0,1.065012339872108
holdout,1537,5,0.24,11,back-loaded,2.7755575615628914e-17,0.0,1.065012339872108
holdout,1537,5,0.24,11,early burst,5.551115123125783e-17,0.0,1.065012339872108
holdout,1537,5,0.24,11,positive detour,1.1102230246251565e-16,0.0,1.065012339872108
holdout,1537,5,0.24,11,negative detour,2.220446049250313e-16,0.0,1.065012339872108
holdout,1537,5,0.24,11,oscillatory detour,1.3877787807814457e-17,0.0,1.065012339872108
holdout,1537,5,0.24,11,pseudo-stochastic bridge,2.0816681711721685e-17,0.0,1.065012339872108
holdout,1537,5,0.24,12,gradual reference,2.7755575615628914e-17,0.0,1.065012339872108
holdout,1537,5,0.24,12,front-loaded,6.938893903907228e-18,0.0,1.065012339872108
holdout,1537,5,0.24,12,back-loaded,2.7755575615628914e-17,0.0,1.065012339872108
holdout,1537,5,0.24,12,early burst,5.551115123125783e-17,0.0,1.065012339872108
holdout,1537,5,0.24,12,positive detour,1.1102230246251565e-16,0.0,1.065012339872108
holdout,1537,5,0.24,12,negative detour,2.220446049250313e-16,0.0,1.065012339872108
holdout,1537,5,0.24,12,oscillatory detour,1.3877787807814457e-17,0.0,1.065012339872108
holdout,1537,5,0.24,12,pseudo-stochastic bridge,2.7755575615628914e-17,0.0,1.065012339872108
holdout,1537,5,0.24,13,gradual reference,2.7755575615628914e-17,0.0,1.065012339872108
holdout,1537,5,0.24,13,front-loaded,6.938893903907228e-18,0.0,1.065012339872108
holdout,1537,5,0.24,13,back-loaded,2.7755575615628914e-17,0.0,1.065012339872108
holdout,1537,5,0.24,13,early burst,5.551115123125783e-17,0.0,1.065012339872108
holdout,1537,5,0.24,13,positive detour,1.1102230246251565e-16,0.0,1.065012339872108
holdout,1537,5,0.24,13,negative detour,2.220446049250313e-16,0.0,1.065012339872108
holdout,1537,5,0.24,13,oscillatory detour,1.3877787807814457e-17,0.0,1.065012339872108
holdout,1537,5,0.24,13,pseudo-stochastic bridge,4.440892098500626e-16,0.0,1.065012339872108
holdout,1537,5,0.36,10,gradual reference,2.7755575615628914e-17,0.0,1.065012339872108
holdout,1537,5,0.36,10,front-loaded,6.938893903907228e-18,0.0,1.065012339872108
holdout,1537,5,0.36,10,back-loaded,2.7755575615628914e-17,0.0,1.065012339872108
holdout,1537,5,0.36,10,early burst,5.551115123125783e-17,0.0,1.065012339872108
holdout,1537,5,0.36,10,positive detour,1.3877787807814457e-17,0.0,1.065012339872108
holdout,1537,5,0.36,10,negative detour,1.1102230246251565e-16,0.0,1.065012339872108
holdout,1537,5,0.36,10,oscillatory detour,1.3877787807814457e-17,0.0,1.065012339872108
holdout,1537,5,0.36,10,pseudo-stochastic bridge,2.7755575615628914e-17,0.0,1.065012339872108
holdout,1537,5,0.36,11,gradual reference,2.7755575615628914e-17,0.0,1.065012339872108
holdout,1537,5,0.36,11,front-loaded,6.938893903907228e-18,0.0,1.065012339872108
holdout,1537,5,0.36,11,back-loaded,2.7755575615628914e-17,0.0,1.065012339872108
holdout,1537,5,0.36,11,early burst,5.551115123125783e-17,0.0,1.065012339872108
holdout,1537,5,0.36,11,positive detour,1.3877787807814457e-17,0.0,1.065012339872108
holdout,1537,5,0.36,11,negative detour,1.1102230246251565e-16,0.0,1.065012339872108
holdout,1537,5,0.36,11,oscillatory detour,1.3877787807814457e-17,0.0,1.065012339872108
holdout,1537,5,0.36,11,pseudo-stochastic bridge,2.7755575615628914e-17,0.0,1.065012339872108
holdout,1537,5,0.36,12,gradual reference,2.7755575615628914e-17,0.0,1.065012339872108
holdout,1537,5,0.36,12,front-loaded,6.938893903907228e-18,0.0,1.065012339872108
holdout,1537,5,0.36,12,back-loaded,2.7755575615628914e-17,0.0,1.065012339872108
holdout,1537,5,0.36,12,early burst,5.551115123125783e-17,0.0,1.065012339872108
holdout,1537,5,0.36,12,positive detour,1.3877787807814457e-17,0.0,1.065012339872108
holdout,1537,5,0.36,12,negative detour,1.1102230246251565e-16,0.0,1.065012339872108
holdout,1537,5,0.36,12,oscillatory detour,1.3877787807814457e-17,0.0,1.065012339872108
holdout,1537,5,0.36,12,pseudo-stochastic bridge,6.938893903907228e-18,0.0,1.065012339872108
holdout,1537,5,0.36,13,gradual reference,2.7755575615628914e-17,0.0,1.065012339872108
holdout,1537,5,0.36,13,front-loaded,6.938893903907228e-18,0.0,1.065012339872108
holdout,1537,5,0.36,13,back-loaded,2.7755575615628914e-17,0.0,1.065012339872108
holdout,1537,5,0.36,13,early burst,5.551115123125783e-17,0.0,1.065012339872108
holdout,1537,5,0.36,13,positive detour,1.3877787807814457e-17,0.0,1.065012339872108
holdout,1537,5,0.36,13,negative detour,1.1102230246251565e-16,0.0,1.065012339872108
holdout,1537,5,0.36,13,oscillatory detour,1.3877787807814457e-17,0.0,1.065012339872108
holdout,1537,5,0.36,13,pseudo-stochastic bridge,2.949029909160572e-17,0.0,1.065012339872108
holdout,1537,7,0.24,10,gradual reference,8.881784197001252e-16,0.0,1.0908942693382393
holdout,1537,7,0.24,10,front-loaded,6.938893903907228e-18,0.0,1.0908942693382393
holdout,1537,7,0.24,10,back-loaded,2.220446049250313e-16,0.0,1.0908942693382393
holdout,1537,7,0.24,10,early burst,1.3877787807814457e-17,0.0,1.0908942693382393
holdout,1537,7,0.24,10,positive detour,2.7755575615628914e-17,0.0,1.0908942693382393
holdout,1537,7,0.24,10,negative detour,1.3877787807814457e-17,0.0,1.0908942693382393
holdout,1537,7,0.24,10,oscillatory detour,2.220446049250313e-16,0.0,1.0908942693382393
holdout,1537,7,0.24,10,pseudo-stochastic bridge,1.3877787807814457e-17,0.0,1.0908942693382393
holdout,1537,7,0.24,11,gradual reference,8.881784197001252e-16,0.0,1.0908942693382393
holdout,1537,7,0.24,11,front-loaded,6.938893903907228e-18,0.0,1.0908942693382393
holdout,1537,7,0.24,11,back-loaded,2.220446049250313e-16,0.0,1.0908942693382393
holdout,1537,7,0.24,11,early burst,1.3877787807814457e-17,0.0,1.0908942693382393
holdout,1537,7,0.24,11,positive detour,2.7755575615628914e-17,0.0,1.0908942693382393
holdout,1537,7,0.24,11,negative detour,1.3877787807814457e-17,0.0,1.0908942693382393
holdout,1537,7,0.24,11,oscillatory detour,2.220446049250313e-16,0.0,1.0908942693382393
holdout,1537,7,0.24,11,pseudo-stochastic bridge,6.938893903907228e-18,0.0,1.0908942693382393
holdout,1537,7,0.24,12,gradual reference,8.881784197001252e-16,0.0,1.0908942693382393
holdout,1537,7,0.24,12,front-loaded,6.938893903907228e-18,0.0,1.0908942693382393
holdout,1537,7,0.24,12,back-loaded,2.220446049250313e-16,0.0,1.0908942693382393
holdout,1537,7,0.24,12,early burst,1.3877787807814457e-17,0.0,1.0908942693382393
holdout,1537,7,0.24,12,positive detour,2.7755575615628914e-17,0.0,1.0908942693382393
holdout,1537,7,0.24,12,negative detour,1.3877787807814457e-17,0.0,1.0908942693382393
holdout,1537,7,0.24,12,oscillatory detour,2.220446049250313e-16,0.0,1.0908942693382393
holdout,1537,7,0.24,12,pseudo-stochastic bridge,1.3877787807814457e-17,0.0,1.0908942693382393
holdout,1537,7,0.24,13,gradual reference,8.881784197001252e-16,0.0,1.0908942693382393
holdout,1537,7,0.24,13,front-loaded,6.938893903907228e-18,0.0,1.0908942693382393
holdout,1537,7,0.24,13,back-loaded,2.220446049250313e-16,0.0,1.0908942693382393
holdout,1537,7,0.24,13,early burst,1.3877787807814457e-17,0.0,1.0908942693382393
holdout,1537,7,0.24,13,positive detour,2.7755575615628914e-17,0.0,1.0908942693382393
holdout,1537,7,0.24,13,negative detour,1.3877787807814457e-17,0.0,1.0908942693382393
holdout,1537,7,0.24,13,oscillatory detour,2.220446049250313e-16,0.0,1.0908942693382393
holdout,1537,7,0.24,13,pseudo-stochastic bridge,5.551115123125783e-17,0.0,1.0908942693382393
holdout,1537,7,0.36,10,gradual reference,8.881784197001252e-16,0.0,1.0908942693382393
holdout,1537,7,0.36,10,front-loaded,6.938893903907228e-18,0.0,1.0908942693382393
holdout,1537,7,0.36,10,back-loaded,2.220446049250313e-16,0.0,1.0908942693382393
holdout,1537,7,0.36,10,early burst,1.3877787807814457e-17,0.0,1.0908942693382393
holdout,1537,7,0.36,10,positive detour,1.1102230246251565e-16,0.0,1.0908942693382393
holdout,1537,7,0.36,10,negative detour,2.0816681711721685e-17,0.0,1.0908942693382393
holdout,1537,7,0.36,10,oscillatory detour,2.7755575615628914e-17,0.0,1.0908942693382393
holdout,1537,7,0.36,10,pseudo-stochastic bridge,3.252606517456513e-17,0.0,1.0908942693382393
holdout,1537,7,0.36,11,gradual reference,8.881784197001252e-16,0.0,1.0908942693382393
holdout,1537,7,0.36,11,front-loaded,6.938893903907228e-18,0.0,1.0908942693382393
holdout,1537,7,0.36,11,back-loaded,2.220446049250313e-16,0.0,1.0908942693382393
holdout,1537,7,0.36,11,early burst,1.3877787807814457e-17,0.0,1.0908942693382393
holdout,1537,7,0.36,11,positive detour,1.1102230246251565e-16,0.0,1.0908942693382393
holdout,1537,7,0.36,11,negative detour,2.0816681711721685e-17,0.0,1.0908942693382393
holdout,1537,7,0.36,11,oscillatory detour,2.7755575615628914e-17,0.0,1.0908942693382393
holdout,1537,7,0.36,11,pseudo-stochastic bridge,6.938893903907228e-18,0.0,1.0908942693382393
holdout,1537,7,0.36,12,gradual reference,8.881784197001252e-16,0.0,1.0908942693382393
holdout,1537,7,0.36,12,front-loaded,6.938893903907228e-18,0.0,1.0908942693382393
holdout,1537,7,0.36,12,back-loaded,2.220446049250313e-16,0.0,1.0908942693382393
holdout,1537,7,0.36,12,early burst,1.3877787807814457e-17,0.0,1.0908942693382393
holdout,1537,7,0.36,12,positive detour,1.1102230246251565e-16,0.0,1.0908942693382393
holdout,1537,7,0.36,12,negative detour,2.0816681711721685e-17,0.0,1.0908942693382393
holdout,1537,7,0.36,12,oscillatory detour,2.7755575615628914e-17,0.0,1.0908942693382393
holdout,1537,7,0.36,12,pseudo-stochastic bridge,2.7755575615628914e-17,0.0,1.0908942693382393
holdout,1537,7,0.36,13,gradual reference,8.881784197001252e-16,0.0,1.0908942693382393
holdout,1537,7,0.36,13,front-loaded,6.938893903907228e-18,0.0,1.0908942693382393
holdout,1537,7,0.36,13,back-loaded,2.220446049250313e-16,0.0,1.0908942693382393
holdout,1537,7,0.36,13,early burst,1.3877787807814457e-17,0.0,1.0908942693382393
holdout,1537,7,0.36,13,positive detour,1.1102230246251565e-16,0.0,1.0908942693382393
holdout,1537,7,0.36,13,negative detour,2.0816681711721685e-17,0.0,1.0908942693382393
holdout,1537,7,0.36,13,oscillatory detour,2.7755575615628914e-17,0.0,1.0908942693382393
holdout,1537,7,0.36,13,pseudo-stochastic bridge,2.0816681711721685e-17,0.0,1.0908942693382393
