control,draw,value
pair_shuffle,0,0.20790876890122204
pair_shuffle,1,0.2065835131604643
pair_shuffle,2,0.20779210967225428
pair_shuffle,3,0.20634508397265808
pair_shuffle,4,0.20600268197160043
pair_shuffle,5,0.20699231019697134
pair_shuffle,6,0.20776201033385547
pair_shuffle,7,0.20705463198454624
pair_shuffle,8,0.20768197476569886
pair_shuffle,9,0.20753824165433402
pair_shuffle,10,0.20675539838390875
pair_shuffle,11,0.20574655061504746
pair_shuffle,12,0.20747547275842218
pair_shuffle,13,0.20729453005126905
pair_shuffle,14,0.20699800303412655
pair_shuffle,15,0.20712050859701459
pair_shuffle,16,0.20749699730808252
pair_shuffle,17,0.20706828950752537
pair_shuffle,18,0.20737825547703953
pair_shuffle,19,0.2065226672115615
pair_shuffle,20,0.20704468470585685
pair_shuffle,21,0.2080977489468895
pair_shuffle,22,0.20767356681430924
pair_shuffle,23,0.20735767987318307
pair_shuffle,24,0.20791927992827866
pair_shuffle,25,0.20767309475349013
pair_shuffle,26,0.2061649459726354
pair_shuffle,27,0.20749606284169053
pair_shuffle,28,0.2071584899019509
pair_shuffle,29,0.20751547500373893
pair_shuffle,30,0.20708229105097106
pair_shuffle,31,0.20781679972986122
pair_shuffle,32,0.20678755014303468
pair_shuffle,33,0.20683055195406091
pair_shuffle,34,0.2078875449389086
pair_shuffle,35,0.20819625894442675
pair_shuffle,36,0.20620552043827348
pair_shuffle,37,0.20743262284933436
pair_shuffle,38,0.20748936014479585
pair_shuffle,39,0.20817830143346827
pair_shuffle,40,0.20713053280597604
pair_shuffle,41,0.20825913344579558
pair_shuffle,42,0.20688039802726657
pair_shuffle,43,0.20682486650574677
pair_shuffle,44,0.20702113608022527
pair_shuffle,45,0.20708624090144773
pair_shuffle,46,0.20690082526317716
pair_shuffle,47,0.20765163559396335
pair_shuffle,48,0.20770279756683296
pair_shuffle,49,0.20741256341048794
pair_shuffle,50,0.20675969105670575
pair_shuffle,51,0.20691954466362186
pair_shuffle,52,0.20671594185141093
pair_shuffle,53,0.20777001031508027
pair_shuffle,54,0.2072195303127643
pair_shuffle,55,0.20694379523015527
pair_shuffle,56,0.2075037722449892
pair_shuffle,57,0.20694859565950396
pair_shuffle,58,0.20749816853724193
pair_shuffle,59,0.2067135621354169
pair_shuffle,60,0.20741579326174597
pair_shuffle,61,0.2079853587553608
pair_shuffle,62,0.20768856962610532
pair_shuffle,63,0.20624565116047677
pair_shuffle,64,0.2075634652796024
pair_shuffle,65,0.20714136360859775
pair_shuffle,66,0.20727065294752697
pair_shuffle,67,0.20813815657685664
pair_shuffle,68,0.20811892782589989
pair_shuffle,69,0.20580877529447097
pair_shuffle,70,0.20744297521169466
pair_shuffle,71,0.2072890117802878
pair_shuffle,72,0.20647837361942092
pair_shuffle,73,0.20829964828453137
pair_shuffle,74,0.20734690511138665
pair_shuffle,75,0.20713308335992667
pair_shuffle,76,0.20736899721537402
pair_shuffle,77,0.2076658852433523
pair_shuffle,78,0.20687945127689447
pair_shuffle,79,0.20737716438500842
pair_shuffle,80,0.20723682277901245
pair_shuffle,81,0.20614267945322812
pair_shuffle,82,0.20631748144435114
pair_shuffle,83,0.2061823105015564
pair_shuffle,84,0.20646179175597268
pair_shuffle,85,0.2077339527979712
pair_shuffle,86,0.20737917473020642
pair_shuffle,87,0.20745667538961252
pair_shuffle,88,0.2060723885838178
pair_shuffle,89,0.20679044306002717
pair_shuffle,90,0.20668185674097314
pair_shuffle,91,0.20730450134323253
pair_shuffle,92,0.20755848863951568
pair_shuffle,93,0.2071891497902074
pair_shuffle,94,0.20695224751613958
pair_shuffle,95,0.20763878982007627
pair_shuffle,96,0.20761427601612667
pair_shuffle,97,0.20750874832387559
pair_shuffle,98,0.206967793836465
pair_shuffle,99,0.2066627156101596
pair_shuffle,100,0.20783373082230427
pair_shuffle,101,0.20856145097154233
pair_shuffle,102,0.20745914037024904
pair_shuffle,103,0.2085583042537599
pair_shuffle,104,0.2074362379914222
pair_shuffle,105,0.20614922717242767
pair_shuffle,106,0.20647832833660987
pair_shuffle,107,0.20727709458018942
pair_shuffle,108,0.2073498380155765
pair_shuffle,109,0.20822325218341117
pair_shuffle,110,0.20650149494280606
pair_shuffle,111,0.207262590042195
pair_shuffle,112,0.20728899249469698
pair_shuffle,113,0.20747935120204064
pair_shuffle,114,0.20691011716832092
pair_shuffle,115,0.20767283608624876
pair_shuffle,116,0.20754474910534404
pair_shuffle,117,0.2066908063764488
pair_shuffle,118,0.2072648325058064
pair_shuffle,119,0.2072316009647014
pair_shuffle,120,0.20741482714486775
pair_shuffle,121,0.2072796836919445
pair_shuffle,122,0.20722500588411405
pair_shuffle,123,0.20753500883577353
pair_shuffle,124,0.2062865880410812
pair_shuffle,125,0.20810008402090172
pair_shuffle,126,0.20706173104046724
pair_shuffle,127,0.20668421427369796
pair_shuffle,128,0.2071111690307527
pair_shuffle,129,0.20668433918497356
pair_shuffle,130,0.20748996451153634
pair_shuffle,131,0.2070435153222249
pair_shuffle,132,0.20813452588693843
pair_shuffle,133,0.2072783616224955
pair_shuffle,134,0.20647545889460234
pair_shuffle,135,0.20770067413413995
pair_shuffle,136,0.2067908614512333
pair_shuffle,137,0.20706107840891877
pair_shuffle,138,0.20660409844781866
pair_shuffle,139,0.20631973271047127
pair_shuffle,140,0.20682057584628166
pair_shuffle,141,0.20631544915484223
pair_shuffle,142,0.20813591757541983
pair_shuffle,143,0.20730455500942255
pair_shuffle,144,0.2071913375954357
pair_shuffle,145,0.20623041761194008
pair_shuffle,146,0.2064095256826586
pair_shuffle,147,0.20703026439948435
pair_shuffle,148,0.20735064298654443
pair_shuffle,149,0.2071629362967755
pair_shuffle,150,0.20624967172986977
pair_shuffle,151,0.20752802361851097
pair_shuffle,152,0.20690871933656144
pair_shuffle,153,0.20795467592674344
pair_shuffle,154,0.20730894198212313
pair_shuffle,155,0.20769171459770377
pair_shuffle,156,0.20738036616964828
pair_shuffle,157,0.20772177502977424
pair_shuffle,158,0.20636321809998973
pair_shuffle,159,0.20690776095393767
pair_shuffle,160,0.20709281976320237
pair_shuffle,161,0.20764019886144056
pair_shuffle,162,0.20667471905854892
pair_shuffle,163,0.20753727401282646
pair_shuffle,164,0.20875394318583668
pair_shuffle,165,0.20696988317107384
pair_shuffle,166,0.20750753052173795
pair_shuffle,167,0.20688481141197604
pair_shuffle,168,0.2062380641306729
pair_shuffle,169,0.2064043826251878
pair_shuffle,170,0.20641282459259427
pair_shuffle,171,0.2074090704595907
pair_shuffle,172,0.20657420049089686
pair_shuffle,173,0.2080512789080315
pair_shuffle,174,0.20723657475559545
pair_shuffle,175,0.20687091017648515
pair_shuffle,176,0.20791904631269553
pair_shuffle,177,0.20773502175453745
pair_shuffle,178,0.2063739376608828
pair_shuffle,179,0.2065498675978549
pair_shuffle,180,0.20655618283254823
pair_shuffle,181,0.2068856553156806
pair_shuffle,182,0.2069894447072881
pair_shuffle,183,0.20740798397018573
pair_shuffle,184,0.20673361383033745
pair_shuffle,185,0.20680940037420864
pair_shuffle,186,0.20712525255550038
pair_shuffle,187,0.20700264833434767
pair_shuffle,188,0.20776343618399204
pair_shuffle,189,0.2072810012006187
pair_shuffle,190,0.20608865900360518
pair_shuffle,191,0.20753097601600887
pair_shuffle,192,0.2073654398409175
pair_shuffle,193,0.2069067039311997
pair_shuffle,194,0.2073875464532711
pair_shuffle,195,0.20763876949079244
pair_shuffle,196,0.20704701049785645
pair_shuffle,197,0.20682184689056932
pair_shuffle,198,0.20679350333136978
pair_shuffle,199,0.20727676805277948
pair_shuffle,200,0.2068548864595678
pair_shuffle,201,0.20726718893755067
pair_shuffle,202,0.20795588500307763
pair_shuffle,203,0.20718300091576852
pair_shuffle,204,0.20672574640271976
pair_shuffle,205,0.2075522004974327
pair_shuffle,206,0.20675751960320243
pair_shuffle,207,0.20702948960224332
pair_shuffle,208,0.20589010397092683
pair_shuffle,209,0.20730650354948946
pair_shuffle,210,0.20681591740826719
pair_shuffle,211,0.20796934646440507
pair_shuffle,212,0.207398301249546
pair_shuffle,213,0.20754314889816247
pair_shuffle,214,0.20746320452849934
pair_shuffle,215,0.20653124152357835
pair_shuffle,216,0.20694160106390458
pair_shuffle,217,0.2076581355299416
pair_shuffle,218,0.2073258362783324
pair_shuffle,219,0.20709750153764508
pair_shuffle,220,0.2066568194985234
pair_shuffle,221,0.20688486219879573
pair_shuffle,222,0.20822539623507744
pair_shuffle,223,0.2071321220165881
pair_shuffle,224,0.20730818725964892
pair_shuffle,225,0.20677983367738967
pair_shuffle,226,0.2077177153530317
pair_shuffle,227,0.20803032886760334
pair_shuffle,228,0.20773352375300688
pair_shuffle,229,0.20704825292459786
pair_shuffle,230,0.20689351303104445
pair_shuffle,231,0.20672097055228497
pair_shuffle,232,0.20807813395864644
pair_shuffle,233,0.20612101033424426
pair_shuffle,234,0.20776562166685483
pair_shuffle,235,0.2071796006095663
pair_shuffle,236,0.2063874098313238
pair_shuffle,237,0.20765172659218292
pair_shuffle,238,0.2072428980556512
pair_shuffle,239,0.20798025547659948
pair_shuffle,240,0.20710733404628678
pair_shuffle,241,0.2066403469328559
pair_shuffle,242,0.2085178113816821
pair_shuffle,243,0.20709679876122702
pair_shuffle,244,0.20705470939191853
pair_shuffle,245,0.2065981658812557
pair_shuffle,246,0.20627359726106126
pair_shuffle,247,0.20707308153618567
pair_shuffle,248,0.207577945022969
pair_shuffle,249,0.20716507530210243
pair_shuffle,250,0.20641310076531083
pair_shuffle,251,0.20712281804104962
pair_shuffle,252,0.20753742520768015
pair_shuffle,253,0.20692595043209083
pair_shuffle,254,0.20621720358697412
pair_shuffle,255,0.20708502330136463
pair_shuffle,256,0.20756527488572205
pair_shuffle,257,0.20729639606393013
pair_shuffle,258,0.20764649475295446
pair_shuffle,259,0.20701474876661927
pair_shuffle,260,0.2068501998166746
pair_shuffle,261,0.2073048847709462
pair_shuffle,262,0.20738689436399876
pair_shuffle,263,0.2077316955535484
pair_shuffle,264,0.20673774232398853
pair_shuffle,265,0.20750751161194397
pair_shuffle,266,0.20785855056107302
pair_shuffle,267,0.2074952046061872
pair_shuffle,268,0.20726606565603983
pair_shuffle,269,0.20751760725365842
pair_shuffle,270,0.20760401071244425
pair_shuffle,271,0.2069506755462541
pair_shuffle,272,0.2067361940023039
pair_shuffle,273,0.20775380453712605
pair_shuffle,274,0.207426632609095
pair_shuffle,275,0.20688054603956824
pair_shuffle,276,0.20736359684045932
pair_shuffle,277,0.2074245873835829
pair_shuffle,278,0.2082922035956822
pair_shuffle,279,0.2066663203434487
pair_shuffle,280,0.20731387184193276
pair_shuffle,281,0.2073068492711458
pair_shuffle,282,0.20757111820624566
pair_shuffle,283,0.20744026665884652
pair_shuffle,284,0.20718083182760483
pair_shuffle,285,0.20633623185633465
pair_shuffle,286,0.20652927780419036
pair_shuffle,287,0.20702186338546014
pair_shuffle,288,0.2083570642598265
pair_shuffle,289,0.20686872809764897
pair_shuffle,290,0.20661625218559912
pair_shuffle,291,0.20732982508356065
pair_shuffle,292,0.20714286357285422
pair_shuffle,293,0.20630342631805285
pair_shuffle,294,0.20749393079480843
pair_shuffle,295,0.20768269824055746
pair_shuffle,296,0.20763494461169074
pair_shuffle,297,0.20652518317113133
pair_shuffle,298,0.2079475042875179
pair_shuffle,299,0.20629991069644002
pair_shuffle,300,0.20760822138435225
pair_shuffle,301,0.2078454241141384
pair_shuffle,302,0.2081970575138368
pair_shuffle,303,0.20666799682954407
pair_shuffle,304,0.20648012482152361
pair_shuffle,305,0.20696977127323973
pair_shuffle,306,0.20674669423693
pair_shuffle,307,0.2063948595604231
pair_shuffle,308,0.20742344730271048
pair_shuffle,309,0.2073230652111541
pair_shuffle,310,0.20705920699335273
pair_shuffle,311,0.2070691980302149
pair_shuffle,312,0.20695500272238887
pair_shuffle,313,0.2066279727099615
pair_shuffle,314,0.20670093895062017
pair_shuffle,315,0.20624818570119458
pair_shuffle,316,0.20790542986277774
pair_shuffle,317,0.2063677804412716
pair_shuffle,318,0.20767020922155854
pair_shuffle,319,0.20753643029638796
pair_shuffle,320,0.2067447481544715
pair_shuffle,321,0.207110376913228
pair_shuffle,322,0.207494102609739
pair_shuffle,323,0.20779610991669217
pair_shuffle,324,0.20747001012141597
pair_shuffle,325,0.20742028949305316
pair_shuffle,326,0.20742082306433635
pair_shuffle,327,0.20639038848739422
pair_shuffle,328,0.20653545105201224
pair_shuffle,329,0.20676703691528636
pair_shuffle,330,0.2075307120312344
pair_shuffle,331,0.20746881887919838
pair_shuffle,332,0.2086073108130732
pair_shuffle,333,0.20817289410144557
pair_shuffle,334,0.20669749679325425
pair_shuffle,335,0.2063105387931282
pair_shuffle,336,0.20719276193820627
pair_shuffle,337,0.20746340736832433
pair_shuffle,338,0.20755219994956456
pair_shuffle,339,0.2065389122120104
pair_shuffle,340,0.20581294429718971
pair_shuffle,341,0.20626922387616878
pair_shuffle,342,0.20707351841656296
pair_shuffle,343,0.20673069060349603
pair_shuffle,344,0.20631282985718535
pair_shuffle,345,0.20709096433884638
pair_shuffle,346,0.2068270960433728
pair_shuffle,347,0.2074801080100308
pair_shuffle,348,0.2073584140875065
pair_shuffle,349,0.20850492246805058
pair_shuffle,350,0.20814789115659274
pair_shuffle,351,0.20764294723356058
pair_shuffle,352,0.20781743232604508
pair_shuffle,353,0.2075263122046935
