candidate,alpha,n,largest_gap,circular_star_discrepancy,union_coverage,overlap_loss,flat_mean,beam7_mean,beam7_p05,beam7_min,beam7_cycle23_mean,beam7_cycle23_p05,beam7_cycle23_min,beam7_decay_mean,beam7_decay_p05,beam7_decay_min
phi_time,0.61803398875,65,0.0212862362522,0.0200804879781,0.15234375,0,0.15234375,0.15234375,0.150962010788,0.150942220885,0.15207766647,0.150162113982,0.150112201734,0.150172015675,0.147076643266,0.147034677494
phi_time,0.61803398875,66,0.0212862362522,0.0195863981092,0.1546875,0,0.1546875,0.1546875,0.152401548519,0.152369185816,0.154180971391,0.151684127813,0.151648628503,0.154088854743,0.152047396067,0.152016961516
phi_time,0.61803398875,67,0.0212862362522,0.0191659485462,0.15703125,0,0.15703125,0.15703125,0.156039477065,0.156025600142,0.15630766848,0.153326105995,0.153194689772,0.155103238037,0.152439980759,0.152400582791
phi_time,0.61803398875,68,0.0212862362522,0.0147058823529,0.159375,0,0.159375,0.159375,0.158118549307,0.158100861073,0.158657112445,0.157053507916,0.156958257147,0.157495189603,0.156129208564,0.15611035789
phi_time,0.61803398875,69,0.0212862362522,0.018676673152,0.16171875,0,0.16171875,0.16171875,0.15942290108,0.159390200963,0.161368026167,0.159319647549,0.15924626674,0.16291589886,0.159437886016,0.159384363942
phi_time,0.61803398875,70,0.0212862362522,0.01895272893,0.1640625,0,0.1640625,0.1640625,0.162935052146,0.162918807388,0.163952903025,0.162519778003,0.162504632025,0.164315393051,0.160988435926,0.160937866967
phi_time,0.61803398875,71,0.0212862362522,0.0173076558655,0.16640625,0,0.16640625,0.16640625,0.165281963394,0.16526557826,0.166245204547,0.164740525085,0.164660174106,0.16762822501,0.166475123818,0.16645826348
phi_time,0.61803398875,72,0.0212862362522,0.0203804304145,0.16875,0,0.16875,0.16875,0.166455293522,0.166421942052,0.168402080464,0.166025740189,0.165934425985,0.168441451997,0.166632334873,0.166605452335
phi_time,0.61803398875,73,0.0212862362522,0.016770844816,0.17109375,0,0.17109375,0.17109375,0.169835051135,0.169816965218,0.170702852892,0.168497159896,0.168369501896,0.170372180796,0.168965166646,0.168943523733
phi_time,0.61803398875,74,0.0212862362522,0.0179381643586,0.1734375,0,0.1734375,0.1734375,0.172448923789,0.172434882572,0.173122632015,0.171234924424,0.171186480988,0.17495919698,0.172422223447,0.172387424762
phi_time,0.61803398875,75,0.0212862362522,0.0171764979151,0.17578125,0,0.17578125,0.17578125,0.173495307019,0.173463216314,0.175327121994,0.173026358292,0.172996721202,0.17608533603,0.173750362641,0.173718897461
phi_time,0.61803398875,76,0.0212862362522,0.0131578947368,0.178125,0,0.178125,0.178125,0.176740137079,0.17672070511,0.177461060545,0.174364108251,0.17425211451,0.178748950761,0.17738269715,0.177364096925
phi_time,0.61803398875,77,0.0212862362522,0.0167670510398,0.18046875,0,0.18046875,0.18046875,0.179620940458,0.179608904204,0.17972452011,0.177714602076,0.177595549372,0.179437027994,0.177567510501,0.177542436477
phi_time,0.61803398875,78,0.0212862362522,0.0163225941976,0.1828125,0,0.1828125,0.1828125,0.18054810769,0.180515586154,0.18240406423,0.18043764888,0.180364183148,0.180996893813,0.179810238973,0.179793785462
phi_time,0.61803398875,79,0.0212862362522,0.0164397524679,0.18515625,0,0.18515625,0.18515625,0.183653016593,0.18363117838,0.185033232853,0.183269119676,0.18322022242,0.184671750731,0.182364157442,0.182331084063
phi_time,0.61803398875,80,0.0212862362522,0.0168693812442,0.1875,0,0.1875,0.1875,0.186797172732,0.186786925227,0.187421728888,0.186151716014,0.186084190773,0.185623913212,0.18323673489,0.183203766523
phi_time,0.61803398875,81,0.0212862362522,0.0142507245196,0.18984375,0,0.18984375,0.18984375,0.187610247584,0.187578051584,0.189513905927,0.187443097887,0.187365358125,0.187785061801,0.187071628443,0.187061231937
phi_time,0.61803398875,82,0.0212862362522,0.0161123527135,0.1921875,0,0.1921875,0.1921875,0.190570955725,0.190547920389,0.191756567109,0.189216310822,0.189083143794,0.192855518547,0.18797204987,0.18790132566
phi_time,0.61803398875,83,0.0212862362522,0.016007354263,0.19453125,0,0.19453125,0.19453125,0.193975637723,0.193967812187,0.194138217805,0.192360346889,0.192315042026,0.194172708823,0.189597938588,0.189531134541
phi_time,0.61803398875,84,0.0212862362522,0.0139320225002,0.196875,0,0.196875,0.196875,0.19468095692,0.19465027224,0.196458992674,0.194173769995,0.194125962059,0.197167520537,0.194312827798,0.194270401756
phi_time,0.61803398875,85,0.0212862362522,0.0153987930089,0.19921875,0,0.19921875,0.19921875,0.197496544626,0.197472174344,0.198613485195,0.195559073437,0.195471018858,0.197925767499,0.194439452407,0.194388625272
