event,detector,role,path,sha256,bytes,fs_hz,duration_s,n_samples,finite_fraction,zero_fraction,detector_metadata,dq_shortnames,dq_event_values,required_dq_bits,public_dq_pass,injection_shortnames,injection_event_values,event_frames,offsource_frames,c1_low_saturation,c1_high_saturation,c2_low_saturation,c2_high_saturation,max_native_z
GW170818,H1,opened_development,F:/SystemFormulaFolder/_data_cache/GWOSC/T427/GW170818/H-H1_GWOSC_4KHZ_R1-1187058312-32.hdf5,a5b0a67ac3115b4e04c654033798e5732c7a8f03837e856dbf96009cce206eca,1033166,4096.0,32.0,131072,1.0,0.0,H1,DATA|CBC_CAT1|CBC_CAT2|CBC_CAT3|BURST_CAT1|BURST_CAT2|BURST_CAT3,127,"{""BURST_CAT1"": true, ""CBC_CAT1"": true, ""DATA"": true}",True,NO_CBC_HW_INJ|NO_BURST_HW_INJ|NO_DETCHAR_HW_INJ|NO_CW_HW_INJ|NO_STOCH_HW_INJ,23,448,4096,0,0,0,0,1.2662487408281387
GW170818,L1,opened_development,F:/SystemFormulaFolder/_data_cache/GWOSC/T427/GW170818/L-L1_GWOSC_4KHZ_R1-1187058312-32.hdf5,904a4ee9f0112e1ee6c62c277be996c5aa036100dfbf48a8bf6c1b407ed0e653,1036939,4096.0,32.0,131072,1.0,0.0,L1,DATA|CBC_CAT1|CBC_CAT2|CBC_CAT3|BURST_CAT1|BURST_CAT2|BURST_CAT3,127,"{""BURST_CAT1"": true, ""CBC_CAT1"": true, ""DATA"": true}",True,NO_CBC_HW_INJ|NO_BURST_HW_INJ|NO_DETCHAR_HW_INJ|NO_CW_HW_INJ|NO_STOCH_HW_INJ,23,448,4096,0,0,0,0,5.516154209338622
GW151012,H1,opened_development,F:/SystemFormulaFolder/_data_cache/GWOSC/T430/GW151012/H-H1_GWOSC_4KHZ_R1-1128678885-32.hdf5,66f912721e763fb098772d41515af551ee03d734219ffe192d682ed827ac89c8,1039784,4096.0,32.0,131072,1.0,0.0,H1,DATA|CBC_CAT1|CBC_CAT2|CBC_CAT3|BURST_CAT1|BURST_CAT2|BURST_CAT3,127,"{""BURST_CAT1"": true, ""CBC_CAT1"": true, ""DATA"": true}",True,NO_CBC_HW_INJ|NO_BURST_HW_INJ|NO_DETCHAR_HW_INJ|NO_CW_HW_INJ|NO_STOCH_HW_INJ,31,448,4096,0,0,0,0,2.3648032870629483
GW151012,L1,opened_development,F:/SystemFormulaFolder/_data_cache/GWOSC/T430/GW151012/L-L1_GWOSC_4KHZ_R1-1128678885-32.hdf5,fb9c8d0eff526161e11285ece1652117bb2189ad0d72abd5922612f783cebd48,1018707,4096.0,32.0,131072,1.0,0.0,L1,DATA|CBC_CAT1|CBC_CAT2|CBC_CAT3|BURST_CAT1|BURST_CAT2|BURST_CAT3,127,"{""BURST_CAT1"": true, ""CBC_CAT1"": true, ""DATA"": true}",True,NO_CBC_HW_INJ|NO_BURST_HW_INJ|NO_DETCHAR_HW_INJ|NO_CW_HW_INJ|NO_STOCH_HW_INJ,23,448,4096,0,0,0,0,1.9735933962731647
GW151226,H1,opened_development,F:/SystemFormulaFolder/_data_cache/GWOSC/T430/GW151226/H-H1_GWOSC_4KHZ_R1-1135136335-32.hdf5,e47c44aef95d7929e2a5a7723787acaa82545b55e7b6ac998e8acf6ccc65f264,1040482,4096.0,32.0,131072,1.0,0.0,H1,DATA|CBC_CAT1|CBC_CAT2|CBC_CAT3|BURST_CAT1|BURST_CAT2|BURST_CAT3,127,"{""BURST_CAT1"": true, ""CBC_CAT1"": true, ""DATA"": true}",True,NO_CBC_HW_INJ|NO_BURST_HW_INJ|NO_DETCHAR_HW_INJ|NO_CW_HW_INJ|NO_STOCH_HW_INJ,23,448,4096,0,0,0,0,3.4245166872105632
GW151226,L1,opened_development,F:/SystemFormulaFolder/_data_cache/GWOSC/T430/GW151226/L-L1_GWOSC_4KHZ_R1-1135136335-32.hdf5,90b6538f635d6c795bc3923139fcf2f1382346360997107b5a7c45ba293c48fc,1022103,4096.0,32.0,131072,1.0,0.0,L1,DATA|CBC_CAT1|CBC_CAT2|CBC_CAT3|BURST_CAT1|BURST_CAT2|BURST_CAT3,127,"{""BURST_CAT1"": true, ""CBC_CAT1"": true, ""DATA"": true}",True,NO_CBC_HW_INJ|NO_BURST_HW_INJ|NO_DETCHAR_HW_INJ|NO_CW_HW_INJ|NO_STOCH_HW_INJ,23,448,4096,0,0,0,0,1.877972849210241
GW170729,H1,opened_development,F:/SystemFormulaFolder/_data_cache/GWOSC/T430/GW170729/H-H1_GWOSC_4KHZ_R1-1185389792-32.hdf5,9279230695415a9b6b261aed608ab48e093ac15613c2e3f50463e4f38efdc7b1,1035615,4096.0,32.0,131072,1.0,0.0,H1,DATA|CBC_CAT1|CBC_CAT2|CBC_CAT3|BURST_CAT1|BURST_CAT2|BURST_CAT3,127,"{""BURST_CAT1"": true, ""CBC_CAT1"": true, ""DATA"": true}",True,NO_CBC_HW_INJ|NO_BURST_HW_INJ|NO_DETCHAR_HW_INJ|NO_CW_HW_INJ|NO_STOCH_HW_INJ,23,448,4096,0,0,0,0,2.027267332648155
GW170729,L1,opened_development,F:/SystemFormulaFolder/_data_cache/GWOSC/T430/GW170729/L-L1_GWOSC_4KHZ_R1-1185389792-32.hdf5,9cf5aa11c15c8e66248dd92272cded52aa72a38aa38e8f97aa24a8546cc81c1d,1038695,4096.0,32.0,131072,1.0,0.0,L1,DATA|CBC_CAT1|CBC_CAT2|CBC_CAT3|BURST_CAT1|BURST_CAT2|BURST_CAT3,127,"{""BURST_CAT1"": true, ""CBC_CAT1"": true, ""DATA"": true}",True,NO_CBC_HW_INJ|NO_BURST_HW_INJ|NO_DETCHAR_HW_INJ|NO_CW_HW_INJ|NO_STOCH_HW_INJ,23,448,4096,0,0,0,0,3.115542466282703
GW170823,H1,opened_development,F:/SystemFormulaFolder/_data_cache/GWOSC/T430/GW170823/H-H1_GWOSC_4KHZ_R1-1187529241-32.hdf5,0dee9a5958f73dc105b89ba15969c0315dead4eebc83b6e7fefbc2d06cacc9c0,1033505,4096.0,32.0,131072,1.0,0.0,H1,DATA|CBC_CAT1|CBC_CAT2|CBC_CAT3|BURST_CAT1|BURST_CAT2|BURST_CAT3,127,"{""BURST_CAT1"": true, ""CBC_CAT1"": true, ""DATA"": true}",True,NO_CBC_HW_INJ|NO_BURST_HW_INJ|NO_DETCHAR_HW_INJ|NO_CW_HW_INJ|NO_STOCH_HW_INJ,23,448,4096,0,0,0,0,0.75158675697592
GW170823,L1,opened_development,F:/SystemFormulaFolder/_data_cache/GWOSC/T430/GW170823/L-L1_GWOSC_4KHZ_R1-1187529241-32.hdf5,06e515b137b5212b908d8f014510e3081c4d40ed1c6aa6578a5dfcb61b910615,1039040,4096.0,32.0,131072,1.0,0.0,L1,DATA|CBC_CAT1|CBC_CAT2|CBC_CAT3|BURST_CAT1|BURST_CAT2|BURST_CAT3,127,"{""BURST_CAT1"": true, ""CBC_CAT1"": true, ""DATA"": true}",True,NO_CBC_HW_INJ|NO_BURST_HW_INJ|NO_DETCHAR_HW_INJ|NO_CW_HW_INJ|NO_STOCH_HW_INJ,23,448,4096,0,1,0,0,5.326516745785796
GW190412,H1,opened_development,F:/SystemFormulaFolder/_data_cache/GWOSC/T431/GW190412/H-H1_GWOSC_4KHZ_R2-1239082247-32.hdf5,a3b82c774efddda4f28d575241bdb0938680053c1ccf0ab6fc967ea2efe43018,1036073,4096.0,32.0,131072,1.0,0.0,H1,DATA|CBC_CAT1|CBC_CAT2|CBC_CAT3|BURST_CAT1|BURST_CAT2|BURST_CAT3,127,"{""BURST_CAT1"": true, ""CBC_CAT1"": true, ""DATA"": true}",True,NO_CBC_HW_INJ|NO_BURST_HW_INJ|NO_DETCHAR_HW_INJ|NO_CW_HW_INJ|NO_STOCH_HW_INJ,23,448,4096,0,0,0,0,1.7865709071321807
GW190412,L1,opened_development,F:/SystemFormulaFolder/_data_cache/GWOSC/T431/GW190412/L-L1_GWOSC_4KHZ_R2-1239082247-32.hdf5,a1149dcfec38513efd8f74ffbe5974299148603664778654f88d849d9b442fd7,1039534,4096.0,32.0,131072,1.0,0.0,L1,DATA|CBC_CAT1|CBC_CAT2|CBC_CAT3|BURST_CAT1|BURST_CAT2|BURST_CAT3,127,"{""BURST_CAT1"": true, ""CBC_CAT1"": true, ""DATA"": true}",True,NO_CBC_HW_INJ|NO_BURST_HW_INJ|NO_DETCHAR_HW_INJ|NO_CW_HW_INJ|NO_STOCH_HW_INJ,23,448,4096,0,0,0,0,1.267304036627221
GW190521_074359,H1,opened_development,F:/SystemFormulaFolder/_data_cache/GWOSC/T431/GW190521_074359/H-H1_GWOSC_4KHZ_R1-1242459842-32.hdf5,9701250345118cc9421b5b65b69c69336ad4db4b1220d1b02b26cbc875549d5b,1037501,4096.0,32.0,131072,1.0,0.0,H1,DATA|CBC_CAT1|CBC_CAT2|CBC_CAT3|BURST_CAT1|BURST_CAT2|BURST_CAT3,127,"{""BURST_CAT1"": true, ""CBC_CAT1"": true, ""DATA"": true}",True,NO_CBC_HW_INJ|NO_BURST_HW_INJ|NO_DETCHAR_HW_INJ|NO_CW_HW_INJ|NO_STOCH_HW_INJ,23,448,4096,0,0,0,0,6.491475826512994
GW190521_074359,L1,opened_development,F:/SystemFormulaFolder/_data_cache/GWOSC/T431/GW190521_074359/L-L1_GWOSC_4KHZ_R1-1242459842-32.hdf5,7f10a087ad00ebf16c4425071b3660adba8999f10268ce93a7eb1a83f80eb159,1038974,4096.0,32.0,131072,1.0,0.0,L1,DATA|CBC_CAT1|CBC_CAT2|CBC_CAT3|BURST_CAT1|BURST_CAT2|BURST_CAT3,127,"{""BURST_CAT1"": true, ""CBC_CAT1"": true, ""DATA"": true}",True,NO_CBC_HW_INJ|NO_BURST_HW_INJ|NO_DETCHAR_HW_INJ|NO_CW_HW_INJ|NO_STOCH_HW_INJ,23,448,4096,0,0,0,0,3.523277920099758
GW190727_060333,H1,opened_development,F:/SystemFormulaFolder/_data_cache/GWOSC/T431/GW190727_060333/H-H1_GWOSC_4KHZ_R1-1248242616-32.hdf5,3c04e797294f6389b94de83aea3390b271c8bd4fa2fe330358ada83ea539dec7,1036987,4096.0,32.0,131072,1.0,0.0,H1,DATA|CBC_CAT1|CBC_CAT2|CBC_CAT3|BURST_CAT1|BURST_CAT2|BURST_CAT3,127,"{""BURST_CAT1"": true, ""CBC_CAT1"": true, ""DATA"": true}",True,NO_CBC_HW_INJ|NO_BURST_HW_INJ|NO_DETCHAR_HW_INJ|NO_CW_HW_INJ|NO_STOCH_HW_INJ,23,448,4096,0,0,0,0,5.374092409697538
GW190727_060333,L1,opened_development,F:/SystemFormulaFolder/_data_cache/GWOSC/T431/GW190727_060333/L-L1_GWOSC_4KHZ_R1-1248242616-32.hdf5,228e51820f8afcfe5a8e46ab4ce10e86d37a62f0f973d28ec3e3631eede9fa8c,1040071,4096.0,32.0,131072,1.0,0.0,L1,DATA|CBC_CAT1|CBC_CAT2|CBC_CAT3|BURST_CAT1|BURST_CAT2|BURST_CAT3,127,"{""BURST_CAT1"": true, ""CBC_CAT1"": true, ""DATA"": true}",True,NO_CBC_HW_INJ|NO_BURST_HW_INJ|NO_DETCHAR_HW_INJ|NO_CW_HW_INJ|NO_STOCH_HW_INJ,23,448,4096,0,0,0,0,1.6672953666756498
GW190828_063405,H1,opened_development,F:/SystemFormulaFolder/_data_cache/GWOSC/T431/GW190828_063405/H-H1_GWOSC_4KHZ_R1-1251009248-32.hdf5,2efb742a3e5e903ddbbe868b01dbb586707b90fb2e300cd3bb793989e3598b8e,1035888,4096.0,32.0,131072,1.0,0.0,H1,DATA|CBC_CAT1|CBC_CAT2|CBC_CAT3|BURST_CAT1|BURST_CAT2|BURST_CAT3,127,"{""BURST_CAT1"": true, ""CBC_CAT1"": true, ""DATA"": true}",True,NO_CBC_HW_INJ|NO_BURST_HW_INJ|NO_DETCHAR_HW_INJ|NO_CW_HW_INJ|NO_STOCH_HW_INJ,23,448,4096,0,0,0,0,5.7368081505266515
GW190828_063405,L1,opened_development,F:/SystemFormulaFolder/_data_cache/GWOSC/T431/GW190828_063405/L-L1_GWOSC_4KHZ_R1-1251009248-32.hdf5,9ba7f8c061eac0e644cc66a38da209d5c5758dfbf411f344d1adc947faab42b3,1038628,4096.0,32.0,131072,1.0,0.0,L1,DATA|CBC_CAT1|CBC_CAT2|CBC_CAT3|BURST_CAT1|BURST_CAT2|BURST_CAT3,127,"{""BURST_CAT1"": true, ""CBC_CAT1"": true, ""DATA"": true}",True,NO_CBC_HW_INJ|NO_BURST_HW_INJ|NO_DETCHAR_HW_INJ|NO_CW_HW_INJ|NO_STOCH_HW_INJ,23,448,4096,0,0,0,0,2.9238025377806434
