target,draw,shifted_transfer_mse
future_U,0,0.005097187120596051
future_U,1,0.005135812711284407
future_U,2,0.0050856222767068845
future_U,3,0.005092474226810213
future_U,4,0.005137748144612685
future_U,5,0.005141899643669901
future_U,6,0.0050487552024924475
future_U,7,0.005171921210767423
future_U,8,0.005124066380284801
future_U,9,0.005058562061659621
future_U,10,0.005083396451941247
future_U,11,0.005153790284234783
future_U,12,0.005174935138060463
future_U,13,0.0051337445950417615
future_U,14,0.005137811353566928
future_U,15,0.005145025784029411
future_U,16,0.005166589631976862
future_U,17,0.005106307847253277
future_U,18,0.0050741983810393305
future_U,19,0.005071011255739692
future_U,20,0.005094130107422273
future_U,21,0.0051542087203662905
future_U,22,0.005120425878226339
future_U,23,0.005137058341487962
future_U,24,0.005146266912027505
future_U,25,0.0051131957901149345
future_U,26,0.005082012764392919
future_U,27,0.005137811353566928
future_U,28,0.005090138957406598
future_U,29,0.0051792865921021156
future_U,30,0.00508031654513078
future_U,31,0.005112604431002165
future_U,32,0.0050558639494379465
future_U,33,0.005105568311618191
future_U,34,0.005106878910645794
future_U,35,0.005121759785995111
future_U,36,0.005075058553419077
future_U,37,0.005128446452761988
future_U,38,0.005053094373926101
future_U,39,0.005068022277631614
future_U,40,0.005128814961769678
future_U,41,0.005090335295822869
future_U,42,0.005126492607397462
future_U,43,0.005069563570312848
future_U,44,0.0051463363830570145
future_U,45,0.0050379155891361995
future_U,46,0.005080732595669567
future_U,47,0.005089881332730479
future_U,48,0.005089613789181465
future_U,49,0.005093865565222627
future_U,50,0.00511831059131618
future_U,51,0.0050905280081479385
future_U,52,0.005068372255885955
future_U,53,0.005060810836042611
future_U,54,0.005144019418634682
future_U,55,0.005157136646426513
future_U,56,0.00509282896550336
future_U,57,0.005094325628558244
future_U,58,0.005081227646653276
future_U,59,0.00513827130500388
future_U,60,0.005073661460375929
future_U,61,0.00512824652500706
future_U,62,0.005198329069798166
future_U,63,0.005100940863891494
future_U,64,0.005120519419152758
future_U,65,0.005051801551602473
future_U,66,0.005065427902242977
future_U,67,0.005105568311618191
future_U,68,0.005068372255885955
future_U,69,0.005140497129769517
future_U,70,0.0050998240948749475
future_U,71,0.005129360032914034
future_U,72,0.005047895030112701
future_U,73,0.005090138957406598
future_U,74,0.0051503506457427125
future_U,75,0.005075232036572992
future_U,76,0.0051133497857075265
future_U,77,0.00508505514466122
future_U,78,0.005177450884468955
future_U,79,0.005103104659763325
future_U,80,0.005150964907445281
future_U,81,0.0050564023179572384
future_U,82,0.005135812711284407
future_U,83,0.005090335295822869
future_U,84,0.0050968321301332505
future_U,85,0.0051416450720781414
future_U,86,0.005142784459465365
future_U,87,0.005061535538619665
future_U,88,0.005088499503404868
future_U,89,0.005092471600378315
future_U,90,0.005061419872856471
future_U,91,0.005060810836042611
future_U,92,0.005195419434167224
future_U,93,0.005097259351430794
future_U,94,0.005095042678623296
future_U,95,0.00508630608757219
future_U,96,0.005092971226668748
future_U,97,0.005119729955715333
future_U,98,0.005065427902242977
future_U,99,0.0050487552024924475
future_U,100,0.005077689763326527
future_U,101,0.00514977126509182
future_U,102,0.005096065689682214
future_U,103,0.005144019418634682
future_U,104,0.005101338619653267
future_U,105,0.005058562061659621
future_U,106,0.00508691567695979
future_U,107,0.005064976839722669
future_U,108,0.00516249750294157
future_U,109,0.00512824652500706
future_U,110,0.005165642508494223
future_U,111,0.005093991769478603
future_U,112,0.005080252313887973
future_U,113,0.0050737383177037135
future_U,114,0.0051078297282971755
future_U,115,0.00506458188772969
future_U,116,0.005081415117863215
future_U,117,0.005083305777473753
future_U,118,0.005081614247320378
future_U,119,0.00511744494410876
future_U,120,0.0051107676554315905
future_U,121,0.00514384300449207
future_U,122,0.005077689763326527
future_U,123,0.00507742603380274
future_U,124,0.005108563750596862
future_U,125,0.005124750191150106
future_U,126,0.005161976346414002
future_U,127,0.005123433250116606
future_U,128,0.005100615297834692
future_U,129,0.005103991077753239
future_U,130,0.005076498448899633
future_U,131,0.005087352502523922
future_U,132,0.005132310794470353
future_U,133,0.005075232036572992
future_U,134,0.005103242997706996
future_U,135,0.005075389695466224
future_U,136,0.00510108933512275
future_U,137,0.005054394385236763
