arm,draw,shifted_transfer_mse
U_to_R,0,0.004104303151177147
U_to_R,1,0.0037395320591169746
U_to_R,2,0.004522412931058178
U_to_R,3,0.003846645546418886
U_to_R,4,0.004064779040329962
U_to_R,5,0.004668790020399374
U_to_R,6,0.004074943944214043
U_to_R,7,0.003712315546277995
U_to_R,8,0.004619655435158914
U_to_R,9,0.0037238482726935813
U_to_R,10,0.003721010389689296
U_to_R,11,0.0038043183757935327
U_to_R,12,0.004187178597701333
U_to_R,13,0.0036699987060392876
U_to_R,14,0.004349535352502111
U_to_R,15,0.003657696834031954
U_to_R,16,0.004188270522790902
U_to_R,17,0.0036650178065986755
U_to_R,18,0.0039194810041783415
U_to_R,19,0.0039522446045895995
U_to_R,20,0.0036714256395462786
U_to_R,21,0.0038647153513189326
U_to_R,22,0.004055858520904377
U_to_R,23,0.004340866538294692
U_to_R,24,0.0036834550859770397
U_to_R,25,0.004220303588161794
U_to_R,26,0.004255180523137083
U_to_R,27,0.004265546307785912
U_to_R,28,0.004001199714293167
U_to_R,29,0.003638619058810812
U_to_R,30,0.004157131243341385
U_to_R,31,0.0037046756271490525
U_to_R,32,0.0038330225170307083
U_to_R,33,0.00370935273866813
U_to_R,34,0.004708257588161924
U_to_R,35,0.00409811974749976
U_to_R,36,0.0037848100019011103
U_to_R,37,0.003402619672069527
U_to_R,38,0.004082293489397573
U_to_R,39,0.003611756978258558
U_to_R,40,0.004733089620799676
U_to_R,41,0.003697818846754367
U_to_R,42,0.004302154567645135
U_to_R,43,0.00393380353098946
U_to_R,44,0.0041028100116618565
U_to_R,45,0.004059357501759251
U_to_R,46,0.003922790042508652
U_to_R,47,0.0038370720029857735
U_to_R,48,0.0036699987060392876
U_to_R,49,0.004272790232136727
U_to_R,50,0.0039744475326861685
U_to_R,51,0.004053279906379511
U_to_R,52,0.0037167050735798135
U_to_R,53,0.004439315330721377
U_to_R,54,0.0043484696101258715
U_to_R,55,0.004449289499055986
U_to_R,56,0.0038043183757935327
U_to_R,57,0.004456282690165767
U_to_R,58,0.0036529030313136993
U_to_R,59,0.00407261153399556
U_to_R,60,0.004651172114069306
U_to_R,61,0.004211804004383354
U_to_R,62,0.004510467907601226
U_to_R,63,0.0038154796664041654
U_to_R,64,0.004033595692763975
U_to_R,65,0.004513777511159346
U_to_R,66,0.004102163401331248
U_to_R,67,0.0036672255581248186
U_to_R,68,0.004568510373347349
U_to_R,69,0.00445493854988616
U_to_R,70,0.003633825256092557
U_to_R,71,0.004309137420272234
U_to_R,72,0.0039695633696717565
U_to_R,73,0.0041745563376870375
U_to_R,74,0.004408608866633379
U_to_R,75,0.0039683531516353145
U_to_R,76,0.003995011948318419
U_to_R,77,0.0036699987060392876
U_to_R,78,0.0038891121981615047
U_to_R,79,0.003509923616122889
U_to_R,80,0.004140203808327391
U_to_R,81,0.0036714256395462786
U_to_R,82,0.003991521812673189
U_to_R,83,0.004387056304258518
U_to_R,84,0.004229025544742046
U_to_R,85,0.0042986054434532425
U_to_R,86,0.004253765256956775
U_to_R,87,0.004001199714293167
U_to_R,88,0.003633825256092557
U_to_R,89,0.00413119704932459
U_to_R,90,0.003678041927098882
U_to_R,91,0.0038866165925619217
U_to_R,92,0.0038320390442506116
U_to_R,93,0.0038891121981615047
U_to_R,94,0.004000400238679844
U_to_R,95,0.003723705801014787
U_to_R,96,0.004089261811748164
U_to_R,97,0.0037455261886148606
U_to_R,98,0.003740200513412526
U_to_R,99,0.004199002964147004
U_to_R,100,0.003938179344282059
U_to_R,101,0.003947912875793544
U_to_R,102,0.004118134592048253
U_to_R,103,0.0038086158181012547
U_to_R,104,0.004182620462276897
U_to_R,105,0.00381766869832997
U_to_R,106,0.0038157479940871424
U_to_R,107,0.004143491478744906
U_to_R,108,0.00433644016369511
U_to_R,109,0.003997047020736716
U_to_R,110,0.004104304937588191
U_to_R,111,0.0037530012901052455
U_to_R,112,0.0037470643617154367
U_to_R,113,0.004069683546358007
U_to_R,114,0.00397814225728069
U_to_R,115,0.00377208856336388
U_to_R,116,0.004157131243341385
U_to_R,117,0.004575098326299536
U_to_R,118,0.004190406424192572
U_to_R,119,0.004187939133311676
U_to_R,120,0.004088881442349758
U_to_R,121,0.004236970294658004
U_to_R,122,0.0038157479940871424
U_to_R,123,0.003601204487240461
U_to_R,124,0.004513875161878111
U_to_R,125,0.004435223761045697
U_to_R,126,0.004088881442349758
U_to_R,127,0.004050603750371893
U_to_R,128,0.004167370499271321
U_to_R,129,0.004471266731678236
U_to_R,130,0.003849345073435693
U_to_R,131,0.003945959432949599
U_to_R,132,0.003993207448805998
U_to_R,133,0.0037236752654792493
U_to_R,134,0.003698301168016899
U_to_R,135,0.004116360060074716
U_to_R,136,0.003941049027490633
U_to_R,137,0.004097663753784157
U_to_R,138,0.003919932668367394
U_to_R,139,0.0038108547607600234
U_to_R,140,0.003836071765861875
U_to_R,141,0.004573239308158512
U_to_R,142,0.004240004485374918
U_to_R,143,0.004050603750371893
U_to_R,144,0.00386946239662975
U_to_R,145,0.0036807695551802407
U_to_R,146,0.003954513715198846
U_to_R,147,0.003697777612788159
U_to_R,148,0.0039253973073726965
U_to_R,149,0.003750336414315292
U_to_R,150,0.004489676621452894
U_to_R,151,0.004490721447380285
U_to_R,152,0.0037046756271490525
U_to_R,153,0.003797069460070826
U_to_R,154,0.003928953150685881
U_to_R,155,0.00444299838876076
U_to_R,156,0.003629715811425324
U_to_R,157,0.0040445939768563146
U_to_R,158,0.004377131278517096
U_to_R,159,0.0043838758122522825
U_to_R,160,0.004110892890540377
U_to_R,161,0.0036769291509699733
U_to_R,162,0.003834200757802946
U_to_R,163,0.0038154796664041654
U_to_R,164,0.0036734797737461447
U_to_R,165,0.004083085626110107
U_to_R,166,0.004240659711197969
U_to_R,167,0.003605998289958716
U_to_R,168,0.004398962938692602
U_to_R,169,0.0041724856843613255
U_to_R,170,0.004059117686111856
U_to_R,171,0.004060124047959919
U_to_R,172,0.0038614432987190772
U_to_R,173,0.00410940553066612
U_to_R,174,0.0037424394560712946
U_to_R,175,0.00381766869832997
U_to_R,176,0.003981839631259769
U_to_R,177,0.004124657560147543
U_to_R,178,0.003987134484050942
U_to_R,179,0.00414385438983086
U_to_R,180,0.0036930301822631455
U_to_R,181,0.003969505212375152
U_to_R,182,0.0038743636506550377
U_to_R,183,0.0036251895806051317
U_to_R,184,0.0036734797737461447
U_to_R,185,0.004293450095115777
U_to_R,186,0.0041051769725598385
U_to_R,187,0.003919866580164695
U_to_R,188,0.003332606448085801
U_to_R,189,0.004300945643763156
U_to_R,190,0.004265546307785912
U_to_R,191,0.003934279438710328
U_to_R,192,0.004575098326299536
U_to_R,193,0.004403693287442958
U_to_R,194,0.004199002964147004
U_to_R,195,0.003981839631259769
U_to_R,196,0.004513777511159346
U_to_R,197,0.0037822907657812186
U_to_R,198,0.0044002730069498735
U_to_R,199,0.004199980014117469
U_to_R,200,0.003509923616122889
U_to_R,201,0.00404305710448824
U_to_R,202,0.003962912170468115
U_to_R,203,0.003916604571171498
U_to_R,204,0.003898274243583088
U_to_R,205,0.004378815234577671
U_to_R,206,0.003882595061038467
U_to_R,207,0.003660325090440719
U_to_R,208,0.003870294036156937
U_to_R,209,0.004391205826284295
U_to_R,210,0.004021508573998226
U_to_R,211,0.004240659711197969
U_to_R,212,0.0038726670169624503
U_to_R,213,0.003943287970149402
U_to_R,214,0.004187939133311676
U_to_R,215,0.0036734797737461447
U_to_R,216,0.004135990852042845
U_to_R,217,0.003685748166357398
U_to_R,218,0.0038067695484489093
U_to_R,219,0.004201977935048605
U_to_R,220,0.0039501056968125154
U_to_R,221,0.003987134484050942
U_to_R,222,0.003809843994854208
U_to_R,223,0.0037196285359237698
U_to_R,224,0.003881396396032061
U_to_R,225,0.003749888762231085
U_to_R,226,0.003809888804645577
U_to_R,227,0.00377208856336388
U_to_R,228,0.0036650178065986755
U_to_R,229,0.0041329239803619576
U_to_R,230,0.003629715811425324
U_to_R,231,0.0037304396156064633
U_to_R,232,0.003836071765861875
U_to_R,233,0.004219345474790039
U_to_R,234,0.004218175254928142
U_to_R,235,0.0036282879440331737
U_to_R,236,0.003601204487240461
U_to_R,237,0.0037924836163939282
U_to_R,238,0.004431431682834572
U_to_R,239,0.0039194810041783415
U_to_R,240,0.00371906092231192
U_to_R,241,0.0037455261886148606
U_to_R,242,0.004573991914652489
U_to_R,243,0.003793026928240982
U_to_R,244,0.0037223562068891417
U_to_R,245,0.004062661966626515
U_to_R,246,0.003947912875793544
U_to_R,247,0.0037434725660123814
U_to_R,248,0.003509923616122889
U_to_R,249,0.003838853117614355
U_to_R,250,0.0040445939768563146
U_to_R,251,0.0040860061027629905
U_to_R,252,0.004292031502308815
U_to_R,253,0.003836071765861875
U_to_R,254,0.004350165391935671
U_to_R,255,0.0041177179966326825
U_to_R,256,0.003931074200151945
U_to_R,257,0.00383999546532973
U_to_R,258,0.004003635687686376
U_to_R,259,0.004097663753784157
U_to_R,260,0.003805605112070261
U_to_R,261,0.003795092182197355
U_to_R,262,0.0037727648588988458
U_to_R,263,0.0043484696101258715
U_to_R,264,0.0038841335869843475
U_to_R,265,0.0037434725660123814
U_to_R,266,0.00423385522135632
U_to_R,267,0.0039161517342697445
U_to_R,268,0.003698301168016899
U_to_R,269,0.0036996970159718953
U_to_R,270,0.0041326694279288125
U_to_R,271,0.0036529030313136993
U_to_R,272,0.004178631544039234
U_to_R,273,0.003683901131220409
U_to_R,274,0.004293825558322937
U_to_R,275,0.003857076338247141
U_to_R,276,0.0037455261886148606
U_to_R,277,0.003969505212375152
U_to_R,278,0.0037498095857453665
U_to_R,279,0.004289940643596349
U_to_R,280,0.004075107842027867
U_to_R,281,0.0037675978524412115
U_to_R,282,0.004104303151177147
U_to_R,283,0.00415422877670044
U_to_R,284,0.004340866538294692
U_to_R,285,0.0042508533944459045
U_to_R,286,0.003956365321909352
U_to_R,287,0.003823817970749465
U_to_R,288,0.004293450095115777
U_to_R,289,0.003697777612788159
U_to_R,290,0.0038084425047337916
U_to_R,291,0.004201144966715629
U_to_R,292,0.003928441658977984
U_to_R,293,0.004331461552517953
U_to_R,294,0.004639842283473195
U_to_R,295,0.004302154567645135
U_to_R,296,0.0037236752654792493
U_to_R,297,0.0038597947155992124
U_to_R,298,0.0037223562068891417
U_to_R,299,0.004415283571274257
U_to_R,300,0.004471737525575788
U_to_R,301,0.004253082385400549
U_to_R,302,0.0039253973073726965
U_to_R,303,0.004032869584286284
U_to_R,304,0.004222160707497464
U_to_R,305,0.0039533834463752505
U_to_R,306,0.004302044780949443
U_to_R,307,0.004497902140851466
U_to_R,308,0.004630184810419236
U_to_R,309,0.004208233172831542
U_to_R,310,0.0036365804749087147
U_to_R,311,0.004309137420272234
U_to_R,312,0.004258186360291457
U_to_R,313,0.0037665796688104145
U_to_R,314,0.004410193032377112
U_to_R,315,0.0034877006385615875
U_to_R,316,0.003727241075265267
U_to_R,317,0.004006018610143462
U_to_R,318,0.004353257527642469
U_to_R,319,0.004253082385400549
U_to_R,320,0.0037680399990601848
U_to_R,321,0.00428993224042084
U_to_R,322,0.003910537100601768
U_to_R,323,0.004201977935048605
U_to_R,324,0.003972743529408647
U_to_R,325,0.0041144182151757434
U_to_R,326,0.003745717249205406
U_to_R,327,0.004253765256956775
U_to_R,328,0.004168053036250354
U_to_R,329,0.0041846670807118205
U_to_R,330,0.0036890764812604294
U_to_R,331,0.004125465438501162
U_to_R,332,0.0043980261848366176
U_to_R,333,0.004149264809311325
U_to_R,334,0.004164446878201849
U_to_R,335,0.004505640060019385
U_to_R,336,0.004293450095115777
U_to_R,337,0.0037715801606410014
U_to_R,338,0.004424387667665977
U_to_R,339,0.004191067274712328
U_to_R,340,0.004188270522790902
U_to_R,341,0.00408155613807676
U_to_R,342,0.003834200757802946
U_to_R,343,0.004082293489397573
U_to_R,344,0.0036930301822631455
U_to_R,345,0.004138229794701614
U_to_R,346,0.004283357010156378
U_to_R,347,0.0038647153513189326
U_to_R,348,0.003509923616122889
U_to_R,349,0.003955309572012818
U_to_R,350,0.0038705895899289254
U_to_R,351,0.004252297597409815
U_to_R,352,0.003790884269982395
U_to_R,353,0.0040074682819066865
U_to_R,354,0.003667132529572055
U_to_R,355,0.003987134484050942
U_to_R,356,0.004199002964147004
U_to_R,357,0.003605998289958716
U_to_R,358,0.004104304937588191
U_to_R,359,0.004227115714142547
U_to_R,360,0.004141426271614762
U_to_R,361,0.003932267087252011
U_to_R,362,0.0037953617858649457
U_to_R,363,0.00428993224042084
U_to_R,364,0.0041800497210784625
U_to_R,365,0.00399730477840167
U_to_R,366,0.004064779040329962
U_to_R,367,0.004471737525575788
U_to_R,368,0.0038647153513189326
U_to_R,369,0.004082293489397573
U_to_R,370,0.004236158750279143
U_to_R,371,0.004366023296698018
U_to_R,372,0.0037622339475233395
U_to_R,373,0.004293450095115777
U_to_R,374,0.0037026204783158516
U_to_R,375,0.003774852213240857
U_to_R,376,0.0037236752654792493
U_to_R,377,0.0038048905099578104
U_to_R,378,0.0041177179966326825
U_to_R,379,0.004139535863360433
U_to_R,380,0.00374972923750539
U_to_R,381,0.00393380353098946
U_to_R,382,0.003611756978258558
U_to_R,383,0.004418504587288849
U_to_R,384,0.0036082372326174846
U_to_R,385,0.0039560065863880915
U_to_R,386,0.0037750580118802073
U_to_R,387,0.0038370720029857735
U_to_R,388,0.004188270522790902
U_to_R,389,0.003667132529572055
U_to_R,390,0.003854138876153948
U_to_R,391,0.0040126531805867284
U_to_R,392,0.003778939619338506
U_to_R,393,0.003558249731796447
U_to_R,394,0.003956290886900946
U_to_R,395,0.004335876962579472
U_to_R,396,0.003707599089493009
U_to_R,397,0.003951627170285408
U_to_R,398,0.003823817970749465
U_to_R,399,0.00437377807386801
U_to_R,400,0.0042881609386793956
U_to_R,401,0.004348883607939816
U_to_R,402,0.004449118353380943
U_to_R,403,0.0038059670981820362
U_to_R,404,0.004096081601886914
U_to_R,405,0.003849345073435693
U_to_R,406,0.003520354407951144
U_to_R,407,0.004373947478429469
U_to_R,408,0.003956365321909352
U_to_R,409,0.003740200513412526
U_to_R,410,0.0039695633696717565
U_to_R,411,0.003778939619338506
U_to_R,412,0.004065084714500554
U_to_R,413,0.0037953617858649457
U_to_R,414,0.003882595061038467
U_to_R,415,0.0040178894853453145
U_to_R,416,0.004290029010878589
U_to_R,417,0.004317917555462531
U_to_R,418,0.00361552701405158
U_to_R,419,0.003927039297283356
U_to_R,420,0.003898274243583088
U_to_R,421,0.004368784909624559
U_to_R,422,0.004002901267160409
U_to_R,423,0.003979607377711559
U_to_R,424,0.003797462227571085
U_to_R,425,0.003969505212375152
U_to_R,426,0.003678041927098882
U_to_R,427,0.003818144542194119
U_to_R,428,0.004083085626110107
U_to_R,429,0.004403693287442958
U_to_R,430,0.0040041231766371225
U_to_R,431,0.004019756256327507
U_to_R,432,0.0038079957846710883
U_to_R,433,0.004303379333415026
U_to_R,434,0.0038154796664041654
U_to_R,435,0.004196572362428127
U_to_R,436,0.004281422602785731
U_to_R,437,0.0036672255581248186
U_to_R,438,0.003955654454125072
U_to_R,439,0.004385515594789928
U_to_R,440,0.00409811974749976
U_to_R,441,0.004091500754406932
U_to_R,442,0.0037822907657812186
U_to_R,443,0.003944347524657702
U_to_R,444,0.003900436374896906
U_to_R,445,0.0037434725660123814
U_to_R,446,0.003797069460070826
U_to_R,447,0.004157716647541544
U_to_R,448,0.004139325411914795
U_to_R,449,0.003790884269982395
U_to_R,450,0.003936255224772378
U_to_R,451,0.004059357501759251
U_to_R,452,0.0036373779371871914
U_to_R,453,0.004153941783387604
U_to_R,454,0.004256187853265083
U_to_R,455,0.003645482907113723
U_to_R,456,0.004042844133442939
U_to_R,457,0.003921692549926259
U_to_R,458,0.003717868021282443
U_to_R,459,0.004210806067141808
U_to_R,460,0.004157716842333209
U_to_R,461,0.004102451044396282
U_to_R,462,0.0047409888647341495
U_to_R,463,0.003922790042508652
U_to_R,464,0.004152124143630861
U_to_R,465,0.003933990821543592
U_to_R,466,0.00429571712305604
U_to_R,467,0.004064564086204299
U_to_R,468,0.004091500754406932
U_to_R,469,0.0044429365089546785
U_to_R,470,0.0037665796688104145
U_to_R,471,0.004083808936160348
U_to_R,472,0.0038160359038985165
U_to_R,473,0.003774852213240857
U_to_R,474,0.003955322063474246
U_to_R,475,0.003950577751583497
U_to_R,476,0.0046969874961244155
U_to_R,477,0.0045382608288714816
U_to_R,478,0.0036781046793902877
U_to_R,479,0.003790567983146691
U_to_R,480,0.003916604571171498
U_to_R,481,0.004143026131042922
U_to_R,482,0.0040178894853453145
U_to_R,483,0.003697777612788159
U_to_R,484,0.004097985137018617
U_to_R,485,0.003650124471964137
U_to_R,486,0.004431431682834572
U_to_R,487,0.00432602562615286
U_to_R,488,0.003669328378381798
U_to_R,489,0.003778939619338506
U_to_R,490,0.0037470643617154367
U_to_R,491,0.003716385484045154
U_to_R,492,0.004455582507295523
U_to_R,493,0.0041329239803619576
U_to_R,494,0.004116360060074716
U_to_R,495,0.004257233637349396
U_to_R,496,0.0037424394560712946
U_to_R,497,0.004483758032579634
U_to_R,498,0.0037167050735798135
U_to_R,499,0.0039014588209297374
U_to_R,500,0.004292843508632955
U_to_R,501,0.003797462227571085
U_to_R,502,0.003854138876153948
U_to_R,503,0.00383999546532973
U_to_R,504,0.00455079534958561
U_to_R,505,0.003922790042508652
U_to_R,506,0.0037455261886148606
U_to_R,507,0.004278645333003211
U_to_R,508,0.003912555573884813
U_to_R,509,0.00427704547357505
U_to_R,510,0.004435574356325521
U_to_R,511,0.003805605112070261
U_to_R,512,0.003727241075265267
U_to_R,513,0.00370935273866813
U_to_R,514,0.0034877006385615875
U_to_R,515,0.003686153018916473
U_to_R,516,0.003849345073435693
U_to_R,517,0.003695112736998206
U_to_R,518,0.0037455261886148606
U_to_R,519,0.0036672255581248186
U_to_R,520,0.0037675978524412115
U_to_R,521,0.0037686566982970448
U_to_R,522,0.003849345073435693
U_to_R,523,0.004513777511159346
U_to_R,524,0.0035417437542748322
U_to_R,525,0.0040860061027629905
U_to_R,526,0.004369540108717231
U_to_R,527,0.004033595692763975
U_to_R,528,0.003780069445490946
U_to_R,529,0.004051752540245859
U_to_R,530,0.004148079489375893
U_to_R,531,0.004104248546597574
U_to_R,532,0.0042929690628965116
U_to_R,533,0.003923051938140505
U_to_R,534,0.003854138876153948
U_to_R,535,0.004120641458976639
U_to_R,536,0.0038086158181012547
U_to_R,537,0.004104303151177147
U_to_R,538,0.004174085543789486
U_to_R,539,0.003633825256092557
U_to_R,540,0.0037530012901052455
U_to_R,541,0.004104248546597574
U_to_R,542,0.003749888762231085
U_to_R,543,0.004068145452624924
U_to_R,544,0.003690487831354063
U_to_R,545,0.00407973274767201
U_to_R,546,0.004265546307785912
U_to_R,547,0.0044944174281259484
U_to_R,548,0.004715563231814427
U_to_R,549,0.003844216446966876
U_to_R,550,0.004360219742077181
U_to_R,551,0.0037470643617154367
U_to_R,552,0.004153941783387604
U_to_R,553,0.0038154192809165054
U_to_R,554,0.0038743636506550377
U_to_R,555,0.0036599357766907226
U_to_R,556,0.003671240831087376
U_to_R,557,0.003953093269309497
U_to_R,558,0.004579776797287688
U_to_R,559,0.004230583168756465
U_to_R,560,0.004204529196730324
U_to_R,561,0.004692838128037776
U_to_R,562,0.00386946239662975
U_to_R,563,0.004131069568500652
U_to_R,564,0.004309075540466153
U_to_R,565,0.004272790232136727
U_to_R,566,0.003732366926668969
U_to_R,567,0.0037598618441173634
U_to_R,568,0.00450352537384438
U_to_R,569,0.003568680523624702
U_to_R,570,0.00361552701405158
U_to_R,571,0.0040544838959882985
U_to_R,572,0.003650124471964137
U_to_R,573,0.0039194810041783415
U_to_R,574,0.004067031632050919
U_to_R,575,0.004290029010878589
U_to_R,576,0.004522802326485844
U_to_R,577,0.00415861310868568
U_to_R,578,0.003857076338247141
U_to_R,579,0.003936403205299284
U_to_R,580,0.0038610027244568587
U_to_R,581,0.004083043662617415
U_to_R,582,0.004248126084384136
U_to_R,583,0.003999557406608522
U_to_R,584,0.004377131278517096
U_to_R,585,0.0038841335869843475
U_to_R,586,0.003826741433093421
U_to_R,587,0.0036699987060392876
U_to_R,588,0.003945959432949599
U_to_R,589,0.004064779040329962
U_to_R,590,0.004157716647541544
U_to_R,591,0.004413541247963467
U_to_R,592,0.004276429234488583
U_to_R,593,0.003927039297283356
U_to_R,594,0.0039695633696717565
U_to_R,595,0.0036781046793902877
U_to_R,596,0.003886021301676204
U_to_R,597,0.003671240831087376
U_to_R,598,0.0043673595254772836
U_to_R,599,0.004321258954648778
U_to_R,600,0.0037719287508969
U_to_R,601,0.0039716909678221635
