video_name,frame_number,time [sec],num_contours_per_frame,ID,cx_pos [px],cy_pos [px],cx_pos [m],cy_pos [m],size [px^2],size [m^2],perimeter [px],perimeter [m],approx_diameter [px],approx_diameter [m],x_velocity [m/s],y_velocity [m/s],valve1,valve2,valve3,valve4,valve5
V08_20240418_113100_20240418_113224.avi,4,0.08,1,0,149,920,0.0776,0.4792,548.5,4.820795999999999e-06,101.9828,0.0531,26.4267,0.0138,0.0,0.0,10.2,13.8,16.0,13.8,10.2
V08_20240418_113100_20240418_113224.avi,10,0.2,1,1,149,865,0.0776,0.4505,570.5,5.014223999999999e-06,107.6396,0.0561,26.9515,0.014,0.0,0.0,10.2,13.8,16.0,13.8,10.2
V08_20240418_113100_20240418_113224.avi,11,0.22,1,1,149,862,0.0776,0.449,515.0,4.52628e-06,102.2254,0.0532,25.607,0.0133,0.0,18.5677,10.2,13.8,16.0,13.8,10.2
V08_20240418_113100_20240418_113224.avi,13,0.26,1,2,188,933,0.0979,0.4859,633.5,5.567939999999999e-06,126.1249,0.0657,28.4007,0.0148,0.0,0.0,10.2,13.8,16.0,13.8,10.2
V08_20240418_113100_20240418_113224.avi,14,0.28,1,2,188,929,0.0979,0.4839,509.5,4.478003999999999e-06,106.8112,0.0556,25.4699,0.0133,0.0,19.2969,10.2,13.8,16.0,13.8,10.2
V08_20240418_113100_20240418_113224.avi,21,0.42,1,3,153,932,0.0797,0.4854,635.5,5.585436e-06,111.2965,0.058,28.4455,0.0148,0.0,0.0,10.2,13.8,16.0,13.8,10.2
V08_20240418_113100_20240418_113224.avi,22,0.44,1,3,153,928,0.0797,0.4833,531.5,4.671432e-06,101.9828,0.0531,26.014,0.0135,0.0,20.1823,10.2,13.8,16.0,13.8,10.2
V08_20240418_113100_20240418_113224.avi,23,0.46,1,3,154,922,0.0802,0.4802,530.5,4.662683999999999e-06,92.8112,0.0483,25.9895,0.0135,0.026,20.026,10.2,13.8,16.0,13.8,10.2
V08_20240418_113100_20240418_113224.avi,36,0.72,1,4,177,897,0.0922,0.4672,911.5,8.011224e-06,144.267,0.0751,34.067,0.0177,0.0,0.0,10.2,13.8,16.0,13.8,10.2
V08_20240418_113100_20240418_113224.avi,37,0.74,1,4,176,893,0.0917,0.4651,1013.5,8.907731999999999e-06,151.4386,0.0789,35.9225,0.0187,-0.026,18.6458,10.2,13.8,16.0,13.8,10.2
V08_20240418_113100_20240418_113224.avi,38,0.76,1,4,174,890,0.0906,0.4635,980.5,8.617752e-06,146.267,0.0762,35.3329,0.0184,-0.0521,18.5938,10.2,13.8,16.0,13.8,10.2
V08_20240418_113100_20240418_113224.avi,39,0.78,1,4,177,883,0.0922,0.4599,848.0,7.452971999999999e-06,202.7939,0.1056,32.8589,0.0171,0.0781,18.4635,10.2,13.8,16.0,13.8,10.2
V08_20240418_113100_20240418_113224.avi,40,0.8,1,4,168,878,0.0875,0.4573,863.0,7.584839999999999e-06,184.6518,0.0962,33.1482,0.0173,-0.2344,18.2552,10.2,13.8,16.0,13.8,10.2
V08_20240418_113100_20240418_113224.avi,41,0.8200000000000001,1,4,182,872,0.0948,0.4542,749.0,6.583031999999999e-06,166.6518,0.0868,30.8813,0.0161,0.3646,18.3333,10.2,13.8,16.0,13.8,10.2
V08_20240418_113100_20240418_113224.avi,43,0.86,1,4,165,863,0.0859,0.4495,1145.0,1.006344e-05,212.1076,0.1105,38.1819,0.0199,0.0,0.0,10.2,13.8,16.0,13.8,10.2
V08_20240418_113100_20240418_113224.avi,44,0.88,1,4,158,860,0.0823,0.4479,904.0,7.945451999999999e-06,146.8528,0.0765,33.9265,0.0177,-0.1823,18.099,10.2,13.8,16.0,13.8,10.2
V08_20240418_113100_20240418_113224.avi,45,0.9,2,4,160,860,0.0833,0.4479,803.5,7.061904e-06,151.0955,0.0787,31.9851,0.0167,0.0521,18.2812,10.2,13.8,16.0,13.8,10.2
V08_20240418_113100_20240418_113224.avi,45,0.9,2,5,191,933,0.0995,0.4859,509.0,4.473792e-06,104.2254,0.0543,25.4574,0.0133,0.0,0.0,10.2,13.8,16.0,13.8,10.2
V08_20240418_113100_20240418_113224.avi,57,1.14,1,6,191,888,0.0995,0.4625,672.5,5.910731999999999e-06,151.0955,0.0787,29.2618,0.0152,0.0,0.0,10.2,13.8,16.0,13.8,10.2
V08_20240418_113100_20240418_113224.avi,65,1.3,1,7,138,854,0.0719,0.4448,527.5,4.636115999999999e-06,116.9533,0.0609,25.9159,0.0135,0.0,0.0,10.2,13.8,16.0,13.8,10.2
V08_20240418_113100_20240418_113224.avi,68,1.36,1,7,155,844,0.0807,0.4396,546.5,4.803299999999999e-06,108.8112,0.0567,26.3785,0.0137,0.0,0.0,10.2,13.8,16.0,13.8,10.2
V08_20240418_113100_20240418_113224.avi,71,1.42,1,7,157,836,0.0818,0.4354,733.5,6.446628e-06,167.5807,0.0873,30.5601,0.0159,0.0,0.0,10.2,13.8,16.0,13.8,10.2
V08_20240418_113100_20240418_113224.avi,74,1.48,1,8,206,880,0.1073,0.4583,588.5,5.172336000000001e-06,132.9533,0.0692,27.3734,0.0143,0.0,0.0,10.2,13.8,16.0,13.8,10.2
V08_20240418_113100_20240418_113224.avi,80,1.6,1,8,203,853,0.1057,0.4443,599.0,5.264676e-06,101.7401,0.053,27.6165,0.0144,0.0,0.0,10.2,13.8,16.0,13.8,10.2
V08_20240418_113100_20240418_113224.avi,81,1.62,1,8,204,850,0.1062,0.4427,503.5,4.425191999999999e-06,90.3259,0.047,25.3195,0.0132,0.026,16.849,10.2,13.8,16.0,13.8,10.2
V08_20240418_113100_20240418_113224.avi,83,1.66,1,9,130,898,0.0677,0.4677,523.5,4.601124e-06,99.9828,0.0521,25.8175,0.0134,0.0,0.0,10.2,13.8,16.0,13.8,10.2
V08_20240418_113100_20240418_113224.avi,85,1.7,1,8,207,833,0.1078,0.4339,510.5,4.486751999999999e-06,107.6396,0.0561,25.4949,0.0133,0.0,0.0,10.2,13.8,16.0,13.8,10.2
V08_20240418_113100_20240418_113224.avi,92,1.84,1,10,156,925,0.0813,0.4818,749.0,6.583031999999999e-06,161.8234,0.0843,30.8813,0.0161,0.0,0.0,10.2,13.8,16.0,13.8,10.2
