video_name,frame_number,time [sec],num_contours_per_frame,ID,cx_pos [px],cy_pos [px],cx_pos [m],cy_pos [m],size [px^2],size [m^2],perimeter [px],perimeter [m],approx_diameter [px],approx_diameter [m],x_velocity [m/s],y_velocity [m/s],valve1,valve2,valve3,valve4,valve5
V21_20240418_122528_20240418_122655.avi,0,0.0,10,0,158,167,0.0823,0.087,110905.0,0.0009747510839999998,1624.725,0.8462,375.7774,0.1957,0.0,0.0,26.5,51.8,67.2,51.8,26.5
V21_20240418_122528_20240418_122655.avi,0,0.0,10,1,193,781,0.1005,0.4068,25062.0,0.00022027139999999997,1603.9251,0.8354,178.6335,0.093,0.0,0.0,26.5,51.8,67.2,51.8,26.5
V21_20240418_122528_20240418_122655.avi,0,0.0,10,2,96,694,0.05,0.3615,5943.0,5.2233336e-05,797.5189,0.4154,86.9877,0.0453,0.0,0.0,26.5,51.8,67.2,51.8,26.5
V21_20240418_122528_20240418_122655.avi,0,0.0,10,3,276,637,0.1437,0.3318,5377.0,4.725864e-05,536.0975,0.2792,82.7418,0.0431,0.0,0.0,26.5,51.8,67.2,51.8,26.5
V21_20240418_122528_20240418_122655.avi,0,0.0,10,4,104,918,0.0542,0.4781,3672.0,3.2273316e-05,343.6467,0.179,68.3764,0.0356,0.0,0.0,26.5,51.8,67.2,51.8,26.5
V21_20240418_122528_20240418_122655.avi,0,0.0,10,5,186,460,0.0969,0.2396,2870.5,2.5228908e-05,422.1148,0.2199,60.4552,0.0315,0.0,0.0,26.5,51.8,67.2,51.8,26.5
V21_20240418_122528_20240418_122655.avi,0,0.0,10,6,140,535,0.0729,0.2786,1638.5,1.4400827999999998e-05,188.2081,0.098,45.675,0.0238,0.0,0.0,26.5,51.8,67.2,51.8,26.5
V21_20240418_122528_20240418_122655.avi,0,0.0,10,7,257,942,0.1339,0.4906,1190.0,1.0459043999999998e-05,197.9655,0.1031,38.925,0.0203,0.0,0.0,26.5,51.8,67.2,51.8,26.5
V21_20240418_122528_20240418_122655.avi,0,0.0,10,8,192,973,0.1,0.5068,940.5,8.266212e-06,160.7523,0.0837,34.6046,0.018,0.0,0.0,26.5,51.8,67.2,51.8,26.5
V21_20240418_122528_20240418_122655.avi,0,0.0,10,9,120,982,0.0625,0.5115,620.0,5.4493559999999995e-06,131.196,0.0683,28.0964,0.0146,0.0,0.0,26.5,51.8,67.2,51.8,26.5
V21_20240418_122528_20240418_122655.avi,1,0.02,10,0,161,154,0.0839,0.0802,102331.5,0.00089939808,1591.997,0.8292,360.9605,0.188,0.0781,-0.1042,26.5,51.8,67.2,51.8,26.5
V21_20240418_122528_20240418_122655.avi,1,0.02,10,10,166,729,0.0865,0.3797,36498.0,0.000320783328,2456.4978,1.2794,215.5706,0.1123,0.0,0.0,26.5,51.8,67.2,51.8,26.5
V21_20240418_122528_20240418_122655.avi,1,0.02,10,3,277,632,0.1443,0.3292,5561.5,4.8880260000000004e-05,411.8305,0.2145,84.1494,0.0438,0.026,9.2708,26.5,51.8,67.2,51.8,26.5
V21_20240418_122528_20240418_122655.avi,1,0.02,10,11,211,400,0.1099,0.2083,2892.5,2.5422335999999997e-05,280.6346,0.1462,60.6865,0.0316,0.0,0.0,26.5,51.8,67.2,51.8,26.5
V21_20240418_122528_20240418_122655.avi,1,0.02,10,4,92,920,0.0479,0.4792,2882.5,2.5334531999999997e-05,239.865,0.1249,60.5815,0.0316,-0.3125,21.25,26.5,51.8,67.2,51.8,26.5
V21_20240418_122528_20240418_122655.avi,1,0.02,10,12,160,494,0.0833,0.2573,2091.0,1.8377928e-05,331.9899,0.1729,51.5979,0.0269,0.0,0.0,26.5,51.8,67.2,51.8,26.5
V21_20240418_122528_20240418_122655.avi,1,0.02,10,13,227,911,0.1182,0.4745,635.5,5.585436e-06,125.7817,0.0655,28.4455,0.0148,0.0,0.0,26.5,51.8,67.2,51.8,26.5
V21_20240418_122528_20240418_122655.avi,1,0.02,10,8,179,961,0.0932,0.5005,597.5,5.251391999999999e-06,118.9533,0.062,27.5819,0.0144,-0.3385,20.026,26.5,51.8,67.2,51.8,26.5
V21_20240418_122528_20240418_122655.avi,1,0.02,10,9,106,989,0.0552,0.5151,585.5,5.1460919999999995e-06,170.6102,0.0889,27.3035,0.0142,-0.3646,22.6302,26.5,51.8,67.2,51.8,26.5
V21_20240418_122528_20240418_122655.avi,1,0.02,10,14,233,975,0.1214,0.5078,576.0,5.062499999999999e-06,133.196,0.0694,27.0811,0.0141,0.0,0.0,26.5,51.8,67.2,51.8,26.5
V21_20240418_122528_20240418_122655.avi,2,0.04,9,0,166,138,0.0865,0.0719,92560.5,0.0008135199359999999,1441.7716,0.7509,343.2953,0.1788,0.1302,-0.599,26.5,51.8,67.2,51.8,26.5
V21_20240418_122528_20240418_122655.avi,2,0.04,9,15,158,697,0.0823,0.363,42855.0,0.000376655184,2218.5912,1.1555,233.5908,0.1217,0.0,0.0,26.5,51.8,67.2,51.8,26.5
