video_name,frame_number,time [sec],num_contours_per_frame,ID,cx_pos [px],cy_pos [px],cx_pos [m],cy_pos [m],size [px^2],size [m^2],perimeter [px],perimeter [m],approx_diameter [px],approx_diameter [m],x_velocity [m/s],y_velocity [m/s],valve1,valve2,valve3,valve4,valve5
V04_20240418_110427_20240418_110618.avi,0,0.0,5,0,231,840,0.1203,0.4375,21737.5,0.00019105210799999996,1056.9819,0.5505,166.3642,0.0866,0.0,0.0,25.6,25.6,25.6,25.6,25.6
V04_20240418_110427_20240418_110618.avi,0,0.0,5,1,51,907,0.0266,0.4724,4943.5,4.3448723999999995e-05,436.1737,0.2272,79.3364,0.0413,0.0,0.0,25.6,25.6,25.6,25.6,25.6
V04_20240418_110427_20240418_110618.avi,0,0.0,5,2,46,958,0.024,0.499,1142.5,1.0041407999999999e-05,140.6102,0.0732,38.1402,0.0199,0.0,0.0,25.6,25.6,25.6,25.6,25.6
V04_20240418_110427_20240418_110618.avi,0,0.0,5,3,209,965,0.1089,0.5026,996.5,8.758368e-06,158.7523,0.0827,35.62,0.0186,0.0,0.0,25.6,25.6,25.6,25.6,25.6
V04_20240418_110427_20240418_110618.avi,0,0.0,5,4,291,987,0.1516,0.5141,821.5,7.2203399999999996e-06,215.7229,0.1124,32.3414,0.0168,0.0,0.0,25.6,25.6,25.6,25.6,25.6
V04_20240418_110427_20240418_110618.avi,1,0.02,7,5,254,784,0.1323,0.4083,13650.0,0.00011997071999999999,597.8377,0.3114,131.8322,0.0687,0.0,0.0,25.6,25.6,25.6,25.6,25.6
V04_20240418_110427_20240418_110618.avi,1,0.02,7,6,205,869,0.1068,0.4526,9790.5,8.604921599999999e-05,488.2569,0.2543,111.6497,0.0582,0.0,0.0,25.6,25.6,25.6,25.6,25.6
V04_20240418_110427_20240418_110618.avi,1,0.02,7,1,52,903,0.0271,0.4703,4762.0,4.185367199999999e-05,388.9605,0.2026,77.8663,0.0406,0.026,22.1875,25.6,25.6,25.6,25.6,25.6
V04_20240418_110427_20240418_110618.avi,1,0.02,7,2,50,946,0.026,0.4927,1035.0,9.096624e-06,133.196,0.0694,36.3016,0.0189,0.1042,23.4375,25.6,25.6,25.6,25.6,25.6
V04_20240418_110427_20240418_110618.avi,1,0.02,7,4,285,982,0.1484,0.5115,941.5,8.274959999999998e-06,166.4092,0.0867,34.623,0.018,-0.1562,17.9948,25.6,25.6,25.6,25.6,25.6
V04_20240418_110427_20240418_110618.avi,1,0.02,7,3,209,949,0.1089,0.4943,867.5,7.624367999999999e-06,134.6102,0.0701,33.2345,0.0173,0.0,19.2708,25.6,25.6,25.6,25.6,25.6
