video_name,frame_number,time [sec],num_contours_per_frame,ID,cx_pos [px],cy_pos [px],cx_pos [m],cy_pos [m],size [px^2],size [m^2],perimeter [px],perimeter [m],approx_diameter [px],approx_diameter [m],x_velocity [m/s],y_velocity [m/s],valve1,valve2,valve3,valve4,valve5
V16_20240418_120504_20240418_120614.avi,0,0.0,1,0,149,914,0.0776,0.476,2583.0,2.2702031999999998e-05,244.2498,0.1272,57.3479,0.0299,0.0,0.0,9.5,18.5,24.0,18.5,9.5
V16_20240418_120504_20240418_120614.avi,1,0.02,1,0,157,911,0.0818,0.4745,2649.5,2.3286527999999998e-05,326.5757,0.1701,58.0814,0.0303,0.2083,19.8438,9.5,18.5,24.0,18.5,9.5
V16_20240418_120504_20240418_120614.avi,2,0.04,1,0,149,894,0.0776,0.4656,3542.5,3.1135104e-05,547.1686,0.285,67.1599,0.035,-0.2083,19.1927,9.5,18.5,24.0,18.5,9.5
V16_20240418_120504_20240418_120614.avi,3,0.06,1,0,142,888,0.074,0.4625,3746.0,3.2923908e-05,380.2742,0.1981,69.062,0.036,-0.1823,19.2448,9.5,18.5,24.0,18.5,9.5
V16_20240418_120504_20240418_120614.avi,4,0.08,1,0,134,885,0.0698,0.4609,3635.0,3.1948343999999994e-05,326.4752,0.17,68.0311,0.0354,-0.2083,19.349,9.5,18.5,24.0,18.5,9.5
V16_20240418_120504_20240418_120614.avi,5,0.1,1,0,144,879,0.075,0.4578,4379.5,3.8491847999999994e-05,538.3402,0.2804,74.6736,0.0389,0.2604,19.401,9.5,18.5,24.0,18.5,9.5
V16_20240418_120504_20240418_120614.avi,6,0.12,2,0,105,878,0.0547,0.4573,2265.0,1.9907208e-05,311.8478,0.1624,53.7018,0.028,-1.0156,19.1146,9.5,18.5,24.0,18.5,9.5
V16_20240418_120504_20240418_120614.avi,7,0.14,1,0,133,866,0.0693,0.451,4095.5,3.5995751999999994e-05,478.9432,0.2494,72.2119,0.0376,0.7292,19.8177,9.5,18.5,24.0,18.5,9.5
V16_20240418_120504_20240418_120614.avi,8,0.16,1,0,142,858,0.074,0.4469,4708.5,4.138322399999999e-05,603.1097,0.3141,77.4277,0.0403,0.2344,18.8802,9.5,18.5,24.0,18.5,9.5
V16_20240418_120504_20240418_120614.avi,9,0.18,3,1,177,845,0.0922,0.4401,3114.0,2.7369251999999998e-05,372.9605,0.1943,62.9672,0.0328,0.0,0.0,9.5,18.5,24.0,18.5,9.5
V16_20240418_120504_20240418_120614.avi,9,0.18,3,0,98,857,0.051,0.4464,1419.5,1.2475943999999999e-05,157.4386,0.082,42.5131,0.0221,-1.1458,18.6198,9.5,18.5,24.0,18.5,9.5
V16_20240418_120504_20240418_120614.avi,9,0.18,3,2,159,914,0.0828,0.476,873.0,7.672968e-06,123.5391,0.0643,33.3397,0.0174,0.0,0.0,9.5,18.5,24.0,18.5,9.5
V16_20240418_120504_20240418_120614.avi,10,0.2,3,1,175,841,0.0911,0.438,2751.5,2.4183036e-05,274.2914,0.1429,59.1888,0.0308,-0.0521,17.2917,9.5,18.5,24.0,18.5,9.5
V16_20240418_120504_20240418_120614.avi,10,0.2,3,0,95,852,0.0495,0.4437,1509.0,1.3262616e-05,174.1665,0.0907,43.8328,0.0228,-0.0781,19.6354,9.5,18.5,24.0,18.5,9.5
V16_20240418_120504_20240418_120614.avi,10,0.2,3,2,158,904,0.0823,0.4708,958.0,8.419787999999999e-06,138.8528,0.0723,34.9251,0.0182,-0.026,19.401,9.5,18.5,24.0,18.5,9.5
V16_20240418_120504_20240418_120614.avi,11,0.22,3,1,182,831,0.0948,0.4328,2862.5,2.51586e-05,341.061,0.1776,60.3709,0.0314,0.1823,17.0833,9.5,18.5,24.0,18.5,9.5
V16_20240418_120504_20240418_120614.avi,11,0.22,3,0,88,849,0.0458,0.4422,1296.5,1.1395079999999999e-05,174.8944,0.0911,40.6295,0.0212,-0.1823,19.6354,9.5,18.5,24.0,18.5,9.5
V16_20240418_120504_20240418_120614.avi,11,0.22,3,2,159,889,0.0828,0.463,1123.5,9.874548e-06,157.9239,0.0823,37.8217,0.0197,0.026,19.0365,9.5,18.5,24.0,18.5,9.5
V16_20240418_120504_20240418_120614.avi,12,0.24,4,1,187,824,0.0974,0.4292,2729.0,2.3985396e-05,342.9605,0.1786,58.9463,0.0307,0.1302,16.7188,9.5,18.5,24.0,18.5,9.5
V16_20240418_120504_20240418_120614.avi,12,0.24,4,0,82,846,0.0427,0.4406,1049.0,9.219744e-06,158.5097,0.0826,36.5462,0.019,-0.1562,19.7396,9.5,18.5,24.0,18.5,9.5
V16_20240418_120504_20240418_120614.avi,12,0.24,4,2,158,875,0.0823,0.4557,843.5,7.4134439999999996e-06,117.2965,0.0611,32.7716,0.0171,-0.026,18.6458,9.5,18.5,24.0,18.5,9.5
V16_20240418_120504_20240418_120614.avi,12,0.24,4,3,197,965,0.1026,0.5026,553.5,4.8648599999999995e-06,106.8112,0.0556,26.5469,0.0138,0.0,0.0,9.5,18.5,24.0,18.5,9.5
V16_20240418_120504_20240418_120614.avi,13,0.26,3,1,190,817,0.099,0.4255,3058.5,2.6881307999999998e-05,351.061,0.1828,62.4036,0.0325,0.0781,16.4062,9.5,18.5,24.0,18.5,9.5
V16_20240418_120504_20240418_120614.avi,13,0.26,3,4,166,958,0.0865,0.499,1969.0,1.7305812e-05,310.534,0.1617,50.07,0.0261,0.0,0.0,9.5,18.5,24.0,18.5,9.5
V16_20240418_120504_20240418_120614.avi,13,0.26,3,2,158,859,0.0823,0.4474,753.0,6.618024e-06,128.7107,0.067,30.9637,0.0161,0.0,18.2552,9.5,18.5,24.0,18.5,9.5
V16_20240418_120504_20240418_120614.avi,14,0.28,4,1,203,814,0.1057,0.424,2605.0,2.2895459999999995e-05,250.7351,0.1306,57.5916,0.03,0.3385,16.25,9.5,18.5,24.0,18.5,9.5
