video_name,frame_number,time [sec],num_contours_per_frame,ID,cx_pos [px],cy_pos [px],cx_pos [m],cy_pos [m],size [px^2],size [m^2],perimeter [px],perimeter [m],approx_diameter [px],approx_diameter [m],x_velocity [m/s],y_velocity [m/s],valve1,valve2,valve3,valve4,valve5
V10_20240418_113842_20240418_113953.avi,0,0.0,3,0,154,600,0.0802,0.3125,31499.5,0.00027685119599999997,913.6438,0.4759,200.2658,0.1043,0.0,0.0,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,0,0.0,3,1,142,894,0.074,0.4656,4888.5,4.2965316e-05,533.2275,0.2777,78.8938,0.0411,0.0,0.0,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,0,0.0,3,2,233,950,0.1214,0.4948,702.0,6.169931999999999e-06,107.397,0.0559,29.8967,0.0156,0.0,0.0,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,1,0.02,5,0,158,591,0.0823,0.3078,29921.0,0.00026297751599999996,1042.455,0.5429,195.1835,0.1017,0.1042,11.3802,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,1,0.02,5,3,181,878,0.0943,0.4573,3449.0,3.0313439999999996e-05,401.5879,0.2092,66.2677,0.0345,0.0,0.0,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,1,0.02,5,4,99,892,0.0516,0.4646,1599.5,1.4058035999999997e-05,220.6934,0.1149,45.1281,0.0235,0.0,0.0,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,1,0.02,5,5,101,964,0.0526,0.5021,1067.5,9.382392e-06,172.066,0.0896,36.8671,0.0192,0.0,0.0,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,1,0.02,5,2,230,943,0.1198,0.4911,597.0,5.24718e-06,115.8822,0.0604,27.5703,0.0144,-0.0781,18.4896,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,2,0.04,6,0,159,578,0.0828,0.301,30637.0,0.00026927056799999995,1159.6509,0.604,197.505,0.1029,0.026,10.9375,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,2,0.04,6,3,184,871,0.0958,0.4536,3228.5,2.8375595999999996e-05,364.7178,0.19,64.1144,0.0334,0.0781,17.9688,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,2,0.04,6,4,93,885,0.0484,0.4609,1684.0,1.4800643999999999e-05,186.6518,0.0972,46.3048,0.0241,-0.1562,20.4688,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,2,0.04,6,5,109,960,0.0568,0.5,893.5,7.853111999999999e-06,137.7817,0.0718,33.7289,0.0176,0.2083,22.3698,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,2,0.04,6,2,231,933,0.1203,0.4859,768.0,6.749892e-06,158.1665,0.0824,31.2706,0.0163,0.026,18.3073,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,2,0.04,6,6,177,947,0.0922,0.4932,581.0,5.106564e-06,113.5391,0.0591,27.1984,0.0142,0.0,0.0,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,3,0.06,5,3,193,861,0.1005,0.4484,1870.5,1.6440084e-05,242.8356,0.1265,48.8016,0.0254,0.2344,17.6302,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,3,0.06,5,4,91,882,0.0474,0.4594,1281.0,1.1258675999999999e-05,162.8528,0.0848,40.3859,0.021,-0.0521,20.5469,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,3,0.06,5,6,174,942,0.0906,0.4906,1178.0,1.035342e-05,178.3087,0.0929,38.7282,0.0202,-0.0781,19.9219,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,3,0.06,5,2,225,914,0.1172,0.476,1093.5,9.610811999999999e-06,192.2081,0.1001,37.3134,0.0194,-0.1562,17.7865,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,3,0.06,5,5,113,953,0.0589,0.4964,1033.0,9.079128e-06,148.8528,0.0775,36.2665,0.0189,0.1042,21.9792,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,4,0.08,6,2,222,908,0.1156,0.4729,2204.0,1.9370988e-05,276.0488,0.1438,52.9738,0.0276,-0.0781,17.7865,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,4,0.08,6,3,180,852,0.0938,0.4437,1999.5,1.7573759999999998e-05,272.6346,0.142,50.4563,0.0263,-0.3385,17.1615,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,4,0.08,6,6,173,936,0.0901,0.4875,1321.0,1.1610216e-05,198.3087,0.1033,41.0116,0.0214,-0.026,19.8438,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,4,0.08,6,4,92,880,0.0479,0.4583,860.5,7.563131999999999e-06,137.4386,0.0716,33.1002,0.0172,0.026,20.5469,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,4,0.08,6,5,114,943,0.0594,0.4911,671.0,5.897447999999999e-06,149.196,0.0777,29.2292,0.0152,0.026,21.6146,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,4,0.08,6,7,246,851,0.1281,0.4432,622.5,5.471064e-06,106.468,0.0555,28.153,0.0147,0.0,0.0,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,5,0.1,7,2,218,896,0.1135,0.4667,2521.5,2.2161599999999998e-05,287.463,0.1497,56.661,0.0295,-0.1042,17.5521,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,5,0.1,7,3,185,844,0.0964,0.4396,1384.0,1.2163931999999998e-05,194.7939,0.1015,41.9781,0.0219,0.1302,17.2917,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,5,0.1,7,6,179,924,0.0932,0.4813,1122.5,9.865799999999998e-06,146.9533,0.0765,37.8049,0.0197,0.1562,19.5573,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,5,0.1,7,4,93,863,0.0484,0.4495,1108.5,9.74268e-06,183.7229,0.0957,37.5684,0.0196,0.026,20.0781,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,5,0.1,7,7,251,848,0.1307,0.4417,775.5,6.815988e-06,142.267,0.0741,31.4229,0.0164,0.1302,15.6771,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,5,0.1,7,5,118,932,0.0615,0.4854,689.5,6.060095999999999e-06,113.6396,0.0592,29.6294,0.0154,0.1042,21.3021,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,5,0.1,7,8,137,864,0.0714,0.45,507.0,4.4559719999999994e-06,111.8822,0.0583,25.4073,0.0132,0.0,0.0,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,6,0.12,5,2,217,888,0.113,0.4625,3232.0,2.8406375999999997e-05,307.0193,0.1599,64.1491,0.0334,-0.026,17.4479,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,6,0.12,5,4,87,864,0.0453,0.45,1639.0,1.4405364000000001e-05,215.7645,0.1124,45.6819,0.0238,-0.1562,20.0781,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,6,0.12,5,7,256,846,0.1333,0.4406,1152.0,1.0124999999999999e-05,166.1665,0.0865,38.2985,0.0199,0.1302,15.4948,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,6,0.12,5,3,179,834,0.0932,0.4344,1043.5,9.171468e-06,158.7523,0.0827,36.4503,0.019,-0.1562,16.901,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,6,0.12,5,6,181,915,0.0943,0.4766,1022.5,8.986787999999999e-06,143.4386,0.0747,36.0817,0.0188,0.0521,19.1667,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,7,0.14,4,2,210,883,0.1094,0.4599,4017.0,3.5305632e-05,407.5879,0.2123,71.5165,0.0372,-0.1823,17.3438,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,7,0.14,4,7,262,845,0.1365,0.4401,1583.5,1.3917419999999998e-05,209.865,0.1093,44.9018,0.0234,0.1562,15.3385,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,7,0.14,4,3,174,830,0.0906,0.4323,1377.0,1.2102696e-05,212.4508,0.1107,41.8718,0.0218,-0.1302,16.9531,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,7,0.14,4,4,82,859,0.0427,0.4474,1319.5,1.1597256e-05,192.8944,0.1005,40.9883,0.0213,-0.1302,20.1042,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,8,0.16,5,2,211,874,0.1099,0.4552,3184.0,2.7984528e-05,329.6467,0.1717,63.671,0.0332,0.026,17.2917,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,8,0.16,5,3,177,825,0.0922,0.4297,2205.5,1.9384271999999997e-05,316.5757,0.1649,52.9918,0.0276,0.0781,16.9531,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,8,0.16,5,7,259,845,0.1349,0.4401,1988.5,1.7477207999999998e-05,263.8061,0.1374,50.3174,0.0262,-0.0781,15.1823,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,8,0.16,5,4,79,858,0.0411,0.4469,1809.5,1.5903863999999997e-05,261.3208,0.1361,47.9992,0.025,-0.0781,20.2083,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,8,0.16,5,9,206,980,0.1073,0.5104,605.0,5.317487999999999e-06,106.5685,0.0555,27.7545,0.0145,0.0,0.0,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,9,0.18,3,3,209,840,0.1089,0.4375,8892.5,7.815689999999998e-05,931.0996,0.4849,106.4062,0.0554,0.8333,17.2656,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,9,0.18,3,4,75,854,0.0391,0.4448,2012.5,1.7688132e-05,294.7767,0.1535,50.6201,0.0264,-0.1042,20.1823,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,9,0.18,3,9,201,967,0.1047,0.5036,961.5,8.450567999999999e-06,211.865,0.1103,34.9889,0.0182,-0.1302,19.8177,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,10,0.2,4,3,182,826,0.0948,0.4302,6623.5,5.8214376e-05,458.7422,0.2389,91.833,0.0478,-0.7031,16.0677,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,10,0.2,4,7,264,850,0.1375,0.4427,2477.0,2.1770532000000002e-05,257.4214,0.1341,56.1588,0.0292,0.0,0.0,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,10,0.2,4,4,69,850,0.0359,0.4427,1478.5,1.2994668e-05,214.3503,0.1116,43.3876,0.0226,-0.1562,20.1823,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,10,0.2,4,9,198,956,0.1031,0.4979,995.5,8.749619999999998e-06,149.9239,0.0781,35.6021,0.0185,-0.0781,19.6615,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,11,0.22,3,3,202,829,0.1052,0.4318,10036.0,8.8207056e-05,699.0925,0.3641,113.0408,0.0589,0.5208,16.849,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,11,0.22,3,4,63,847,0.0328,0.4411,1472.5,1.2941855999999998e-05,190.8944,0.0994,43.2995,0.0226,-0.1562,20.2604,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,11,0.22,3,9,196,940,0.1021,0.4896,1091.5,9.593315999999999e-06,141.7817,0.0738,37.2792,0.0194,-0.0521,19.3229,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,12,0.24,3,3,196,823,0.1021,0.4286,12494.5,0.00010981493999999999,675.8793,0.352,126.1289,0.0657,-0.1562,16.1719,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,12,0.24,3,9,196,928,0.1021,0.4833,1117.5,9.821735999999998e-06,158.7523,0.0827,37.7206,0.0196,0.0,19.0625,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,12,0.24,3,4,58,841,0.0302,0.438,1009.5,8.872416e-06,147.4386,0.0768,35.8516,0.0187,-0.1302,20.2604,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,13,0.26,3,3,194,816,0.101,0.425,13231.5,0.00011629234799999998,807.0752,0.4204,129.7955,0.0676,-0.0521,16.1458,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,13,0.26,3,9,200,910,0.1042,0.474,1101.0,9.676908e-06,147.196,0.0767,37.4411,0.0195,0.1042,18.5938,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,13,0.26,3,4,46,839,0.024,0.437,936.0,8.226683999999998e-06,162.6518,0.0847,34.5218,0.018,-0.3125,20.3385,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,14,0.28,3,3,184,805,0.0958,0.4193,13054.5,0.000114736824,821.0752,0.4276,128.9244,0.0671,-0.2604,15.9115,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,14,0.28,3,9,202,891,0.1052,0.4641,1428.5,1.2555323999999999e-05,189.7229,0.0988,42.6477,0.0222,0.0521,17.9948,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,14,0.28,3,4,56,839,0.0292,0.437,583.0,5.1240599999999995e-06,132.3675,0.0689,27.2452,0.0142,0.2604,20.651,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,15,0.3,2,3,180,794,0.0938,0.4135,13770.0,0.00012102534,724.4062,0.3773,132.4104,0.069,-0.1042,15.8854,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,15,0.3,2,9,204,876,0.1062,0.4562,1298.0,1.1408363999999999e-05,175.8234,0.0916,40.653,0.0212,0.0521,17.5521,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,16,0.32,2,3,178,786,0.0927,0.4094,14483.0,0.000127292148,799.862,0.4166,135.7952,0.0707,-0.0521,15.7812,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,16,0.32,2,9,201,858,0.1047,0.4469,1622.5,1.4260211999999999e-05,221.5219,0.1154,45.4514,0.0237,-0.0781,17.0312,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,17,0.34,3,3,177,774,0.0922,0.4031,16422.0,0.0001443339,1024.7981,0.5337,144.5999,0.0753,-0.026,15.5208,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,17,0.34,3,10,158,948,0.0823,0.4938,874.5,7.685928e-06,130.9533,0.0682,33.3684,0.0174,0.0,0.0,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,17,0.34,3,9,183,843,0.0953,0.4391,536.0,4.71096e-06,102.2254,0.0532,26.1239,0.0136,-0.4688,16.7188,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,18,0.36,2,3,173,763,0.0901,0.3974,18460.5,0.000162250452,1071.8103,0.5582,153.3122,0.0799,-0.1042,15.2604,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,18,0.36,2,10,161,940,0.0839,0.4896,1379.0,1.2120191999999998e-05,174.9949,0.0911,41.9022,0.0218,0.0781,20.3646,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,19,0.38,2,3,169,751,0.088,0.3911,21418.5,0.00018824853600000002,1014.4133,0.5283,165.139,0.086,-0.1042,15.0521,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,19,0.38,2,10,161,928,0.0839,0.4833,2034.5,1.7881236e-05,230.3503,0.12,50.896,0.0265,0.0,19.974,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,20,0.4,4,3,167,736,0.087,0.3833,22802.0,0.00020040825600000002,840.8326,0.4379,170.389,0.0887,-0.0521,14.7656,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,20,0.4,4,10,160,913,0.0833,0.4755,2815.5,2.47455e-05,224.6934,0.117,59.8732,0.0312,-0.026,19.5833,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,20,0.4,4,11,181,981,0.0943,0.5109,651.5,5.726052e-06,124.1249,0.0646,28.8013,0.015,0.0,0.0,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,20,0.4,4,12,234,948,0.1219,0.4938,626.5,5.50638e-06,114.468,0.0596,28.2433,0.0147,0.0,0.0,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,21,0.42,4,3,165,721,0.0859,0.3755,22721.5,0.00019970063999999997,862.3889,0.4492,170.088,0.0886,-0.0521,14.4271,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,21,0.42,4,10,161,898,0.0839,0.4677,3836.0,3.3714791999999996e-05,256.7351,0.1337,69.8867,0.0364,0.026,19.2188,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,21,0.42,4,11,181,975,0.0943,0.5078,1080.0,9.492227999999999e-06,141.196,0.0735,37.0823,0.0193,0.0,20.6771,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,21,0.42,4,12,241,940,0.1255,0.4896,505.0,4.438476e-06,99.397,0.0518,25.3572,0.0132,0.1823,18.3854,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,22,0.44,4,3,162,704,0.0844,0.3667,23521.0,0.00020672755199999996,1021.8275,0.5322,173.0545,0.0901,-0.0781,14.0365,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,22,0.44,4,10,159,884,0.0828,0.4604,4225.0,3.7133639999999996e-05,288.3919,0.1502,73.3446,0.0382,-0.0521,18.8281,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,22,0.44,4,11,181,965,0.0943,0.5026,1362.0,1.1970827999999999e-05,154.0244,0.0802,41.6432,0.0217,0.0,20.4167,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,22,0.44,4,12,240,934,0.125,0.4865,509.5,4.478003999999999e-06,100.8112,0.0525,25.4699,0.0133,-0.026,18.0469,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,23,0.46,3,3,163,689,0.0849,0.3589,24163.0,0.00021237001199999995,852.6905,0.4441,175.4004,0.0914,0.026,13.724,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,23,0.46,3,10,159,869,0.0828,0.4526,4850.0,4.262706e-05,339.6467,0.1769,78.5825,0.0409,0.0,18.4896,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,23,0.46,3,11,181,953,0.0943,0.4964,2071.5,1.8206531999999997e-05,210.6934,0.1097,51.3567,0.0267,0.0,20.1042,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,24,0.48,3,3,162,671,0.0844,0.3495,25219.0,0.00022165131599999997,1019.1413,0.5308,179.1922,0.0933,-0.026,13.2292,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,24,0.48,3,10,160,849,0.0833,0.4422,5520.5,4.851997199999999e-05,361.4041,0.1882,83.8386,0.0437,0.026,17.9688,15.3,20.7,24.0,20.7,15.3
V10_20240418_113842_20240418_113953.avi,24,0.48,3,11,177,938,0.0922,0.4885,2323.5,2.0421396e-05,216.2081,0.1126,54.3909,0.0283,-0.1042,19.7135,15.3,20.7,24.0,20.7,15.3
