m,current_prime,next_prime,residue,phase_turn,phase_degrees,ara_phase_x,next_m,next_phase_turn,delta_turn,delta_degrees,distance_golden_angle,distance_thirty_six,distance_reverse_golden,distance_one_over_e,distance_three_eighths,distance_two_fifths,distance_one_fifth,distance_one_sixth,distance_one_quarter,distance_one_third,distance_one_half,distance_zero
30,113,127,9,0.07086614173228346,25.511811023622048,0.14173228346456693,31,0.3969465648854962,0.32608042315321273,117.38895233515659,0.05588558809689248,0.22608042315321272,0.29195356559668206,0.041799018018229606,0.04891957684678727,0.0739195768467873,0.12608042315321272,0.15941375648654607,0.07608042315321273,0.007252910180120642,0.17391957684678727,0.32608042315321273
31,127,131,52,0.3969465648854962,142.90076335877862,0.7938931297709924,32,0.8102189781021898,0.4132724132166936,148.7780687580097,0.03130640196658846,0.31327241321669363,0.20476157553320118,0.04539297204525128,0.03827241321669361,0.01327241321669359,0.2132724132166936,0.24660574655002696,0.1632724132166936,0.0799390798833603,0.08672758678330639,0.4132724132166936
32,131,137,111,0.8102189781021898,291.6788321167883,1.6204379562043796,33,0.6402877697841727,0.8300687916819829,298.8247650055138,0.44810278043187773,0.2699312083180171,0.2120348029320881,0.46218935051054055,0.4550687916819829,0.43006879168198286,0.36993120831801707,0.33659787498468374,0.4199312083180171,0.4967354583486496,0.3300687916819829,0.1699312083180171
33,137,139,89,0.6402877697841727,230.50359712230215,1.2805755395683454,34,0.3087248322147651,0.6684370624305924,240.63734247501327,0.28647105118048727,0.43156293756940756,0.05040307368069763,0.3005576212591501,0.2934370624305924,0.2684370624305924,0.4684370624305924,0.4982296042360742,0.4184370624305924,0.3351037290972591,0.16843706243059242,0.3315629375694076
34,139,149,46,0.3087248322147651,111.14093959731544,0.6174496644295302,35,0.8741721854304636,0.5654473532156985,203.56104715765147,0.18348134196559335,0.4654473532156985,0.05258663553419629,0.19756791204425617,0.1904473532156985,0.16544735321569848,0.3654473532156985,0.39878068654903187,0.3154473532156985,0.23211401988236519,0.0654473532156985,0.4345526467843015
35,149,151,132,0.8741721854304636,314.7019867549669,1.7483443708609272,36,0.3375796178343949,0.46340743240393123,166.82667566541525,0.08144142115382608,0.36340743240393125,0.15462655634596356,0.0955279912324889,0.08840743240393123,0.06340743240393121,0.2634074324039312,0.2967407657372646,0.21340743240393123,0.13007409907059791,0.03659256759606877,0.46340743240393123
36,151,157,53,0.3375796178343949,121.52866242038216,0.6751592356687898,37,0.5950920245398773,0.2575124067054824,92.70446641397368,0.12445360454462273,0.15751240670548242,0.3605215820444123,0.11036703446595997,0.11748759329451763,0.14248759329451754,0.05751240670548241,0.09084574003881576,0.007512406705482422,0.0758209266278509,0.24248759329451763,0.2575124067054824
37,157,163,97,0.5950920245398773,214.23312883435582,1.1901840490797546,38,0.6227544910179641,0.02766246647808679,9.958487932111243,0.3543035447720184,0.07233753352191319,0.409628477728192,0.34021697469335554,0.3473375335219132,0.37233753352191323,0.17233753352191328,0.13900420018857984,0.2223375335219132,0.3056708668552466,0.4723375335219132,0.02766246647808679
38,163,167,104,0.6227544910179641,224.19161676646706,1.2455089820359282,39,0.6127167630057804,0.9899622719878163,356.38641791561383,0.3920037392622888,0.1100377280121837,0.3719282832379215,0.37791716918362606,0.3850377280121837,0.41003772801218374,0.21003772801218368,0.17670439467885035,0.2600377280121837,0.343371061345517,0.4899622719878163,0.010037728012183722
39,167,173,106,0.6127167630057804,220.57803468208093,1.2254335260115607,40,0.2346368715083799,0.6219201085025995,223.89123906093582,0.23995409725249434,0.4780798914974005,0.0038861197527046976,0.25404066733115716,0.2469201085025995,0.22192010850259947,0.4219201085025995,0.45525344183593286,0.3719201085025995,0.2885867751692662,0.12192010850259949,0.3780798914974005
